STRUCT_ID	DRUG_NAME	GENE	ATC_CODE	TARGET_CLASS	TDL	Entrez
956	doxepin	HTR2A	D04AX01, N06AA12	GPCR	Tclin	3356
956	doxepin	HTR2C	D04AX01, N06AA12	GPCR	Tclin	3358
956	doxepin	HTR2B	D04AX01, N06AA12	GPCR	Tclin	3357
956	doxepin	SLC6A2	D04AX01, N06AA12	Transporter	Tclin	6530
956	doxepin	ADRA2C	D04AX01, N06AA12	GPCR	Tclin	152
956	doxepin	CHRM5	D04AX01, N06AA12	GPCR	Tclin	1133
956	doxepin	CHRM1	D04AX01, N06AA12	GPCR	Tclin	1128
956	doxepin	HRH4	D04AX01, N06AA12	GPCR	Tchem	59340
956	doxepin	ADRA2B	D04AX01, N06AA12	GPCR	Tclin	151
956	doxepin	ADRA1A	D04AX01, N06AA12	GPCR	Tclin	148
956	doxepin	HTR7	D04AX01, N06AA12	GPCR	Tclin	3363
956	doxepin	SLC6A4	D04AX01, N06AA12	Transporter	Tclin	6532
956	doxepin	DRD2	D04AX01, N06AA12	GPCR	Tclin	1813
956	doxepin	DRD1	D04AX01, N06AA12	GPCR	Tclin	1812
956	doxepin	CHRM2	D04AX01, N06AA12	GPCR	Tclin	1129
956	doxepin	HTR1A	D04AX01, N06AA12	GPCR	Tclin	3350
956	doxepin	SLC22A2	D04AX01, N06AA12	Transporter	Tchem	6582
957	doxercalciferol	VDR	H05BX03	Nuclear hormone receptor	Tclin	7421
958	doxifluridine	TYMS	NA	Enzyme	Tclin	7298
960	doxorubicin	CHRM1	L01DB01	GPCR	Tclin	1128
960	doxorubicin	CASP1	L01DB01	Enzyme	Tchem	834
960	doxorubicin	LCK	L01DB01	Kinase	Tclin	3932
960	doxorubicin	FYN	L01DB01	Kinase	Tclin	2534
960	doxorubicin	ERBB2	L01DB01	Kinase	Tclin	2064
960	doxorubicin	ABCG2	L01DB01	Transporter	Tchem	9429
960	doxorubicin	ABCC1	L01DB01	Transporter	Tchem	4363
960	doxorubicin	ABCB1	L01DB01	Transporter	Tchem	5243
960	doxorubicin	TERT	L01DB01	Enzyme	Tchem	7015
960	doxorubicin	TOP2A	L01DB01	Enzyme	Tclin	7153
960	doxorubicin	TOP1	L01DB01	Enzyme	Tclin	7150
960	doxorubicin	AURKA	L01DB01	Kinase	Tchem	6790
960	doxorubicin	MMP2	L01DB01	Enzyme	Tchem	4313
961	doxycycline	MMP8	A01AB22, J01AA02	Enzyme	Tclin	4317
961	doxycycline	MMP2	A01AB22, J01AA02	Enzyme	Tchem	4313
961	doxycycline	MMP3	A01AB22, J01AA02	Enzyme	Tchem	4314
961	doxycycline	MMP13	A01AB22, J01AA02	Enzyme	Tclin	4322
962	doxylamine	HRH1	R06AA09, R06AA59	GPCR	Tclin	3269
965	drostanolone propionate	AR	NA	Nuclear hormone receptor	Tclin	367
966	droperidol	DRD4	N05AD08	GPCR	Tchem	1815
966	droperidol	DRD2	N05AD08	GPCR	Tclin	1813
966	droperidol	DRD1	N05AD08	GPCR	Tclin	1812
966	droperidol	ADRA2A	N05AD08	GPCR	Tclin	150
966	droperidol	HTR1A	N05AD08	GPCR	Tclin	3350
966	droperidol	HTR2A	N05AD08	GPCR	Tclin	3356
966	droperidol	HTR2B	N05AD08	GPCR	Tclin	3357
966	droperidol	HTR2C	N05AD08	GPCR	Tclin	3358
966	droperidol	ADRA2B	N05AD08	GPCR	Tclin	151
966	droperidol	DRD3	N05AD08	GPCR	Tclin	1814
966	droperidol	HRH1	N05AD08	GPCR	Tclin	3269
966	droperidol	CHRM4	N05AD08	GPCR	Tclin	1132
966	droperidol	CHRM5	N05AD08	GPCR	Tclin	1133
966	droperidol	ADRA2C	N05AD08	GPCR	Tclin	152
966	droperidol	ADRA1D	N05AD08	GPCR	Tclin	146
966	droperidol	SCN1A	N05AD08	Ion channel	Tclin	6323
966	droperidol	SCN2A	N05AD08	Ion channel	Tclin	6326
966	droperidol	SCN3A	N05AD08	Ion channel	Tclin	6328
966	droperidol	KCNH2	N05AD08	Ion channel	Tclin	3757
968	drospirenone	PGR	G03AC10, G03AA12, G03AA18, G03FA17	Nuclear hormone receptor	Tclin	5241
968	drospirenone	NR3C2	G03AC10, G03AA12, G03AA18, G03FA17	Nuclear hormone receptor	Tclin	4306
968	drospirenone	AR	G03AC10, G03AA12, G03AA18, G03FA17	Nuclear hormone receptor	Tclin	367
971	droxidopa	ADRA1A	C01CA27	GPCR	Tclin	148
971	droxidopa	ADRA1B	C01CA27	GPCR	Tclin	147
971	droxidopa	ADRA1D	C01CA27	GPCR	Tclin	146
971	droxidopa	ADRA2A	C01CA27	GPCR	Tclin	150
971	droxidopa	ADRA2B	C01CA27	GPCR	Tclin	151
971	droxidopa	ADRA2C	C01CA27	GPCR	Tclin	152
971	droxidopa	ADRB1	C01CA27	GPCR	Tclin	153
971	droxidopa	ADRB2	C01CA27	GPCR	Tclin	154
971	droxidopa	ADRB3	C01CA27	GPCR	Tclin	155
972	duloxetine	HTR6	N06AX21	GPCR	Tchem	3362
972	duloxetine	HTR2A	N06AX21	GPCR	Tclin	3356
972	duloxetine	HTR2C	N06AX21	GPCR	Tclin	3358
972	duloxetine	SLC6A3	N06AX21	Transporter	Tclin	6531
972	duloxetine	SLC6A2	N06AX21	Transporter	Tclin	6530
972	duloxetine	SLC6A4	N06AX21	Transporter	Tclin	6532
972	duloxetine	HTR2B	N06AX21	GPCR	Tclin	3357
972	duloxetine	HTR7	N06AX21	GPCR	Tclin	3363
972	duloxetine	HRH1	N06AX21	GPCR	Tclin	3269
972	duloxetine	HTR1D	N06AX21	GPCR	Tclin	3352
972	duloxetine	HTR1E	N06AX21	GPCR	Tchem	3354
972	duloxetine	HTR1B	N06AX21	GPCR	Tclin	3351
972	duloxetine	HTR1F	N06AX21	GPCR	Tclin	3355
972	duloxetine	HTR1A	N06AX21	GPCR	Tclin	3350
973	dutasteride	SRD5A1	G04CB02, G04CA52	Enzyme	Tclin	6715
973	dutasteride	SRD5A2	G04CB02, G04CA52	Enzyme	Tclin	6716
973	dutasteride	GLRA1	G04CB02, G04CA52	Ion channel	Tclin	2741
974	dyclonine	SCN10A	N01BX02, R02AD04	Ion channel	Tclin	6336
975	dydrogesterone	PGR	G03DB01, G03FA14, G03FB08	Nuclear hormone receptor	Tclin	5241
976	diprophylline	PDE4B	R03DA01, R03DA51, R03DB01	Enzyme	Tclin	5142
976	diprophylline	PDE3A	R03DA01, R03DA51, R03DB01	Enzyme	Tclin	5139
977	ebastine	DRD1	R06AX22	GPCR	Tclin	1812
977	ebastine	ADRA2A	R06AX22	GPCR	Tclin	150
977	ebastine	SLC6A4	R06AX22	Transporter	Tclin	6532
977	ebastine	SLC6A2	R06AX22	Transporter	Tclin	6530
977	ebastine	HTR2A	R06AX22	GPCR	Tclin	3356
977	ebastine	HTR2B	R06AX22	GPCR	Tclin	3357
977	ebastine	HTR2C	R06AX22	GPCR	Tclin	3358
977	ebastine	HTR6	R06AX22	GPCR	Tchem	3362
977	ebastine	ADRA2B	R06AX22	GPCR	Tclin	151
977	ebastine	DRD3	R06AX22	GPCR	Tclin	1814
977	ebastine	HRH2	R06AX22	GPCR	Tclin	3274
977	ebastine	CHRM2	R06AX22	GPCR	Tclin	1129
977	ebastine	CHRM3	R06AX22	GPCR	Tclin	1131
977	ebastine	CHRM4	R06AX22	GPCR	Tclin	1132
977	ebastine	CHRM5	R06AX22	GPCR	Tclin	1133
977	ebastine	ADRB3	R06AX22	GPCR	Tclin	155
977	ebastine	ADRA2C	R06AX22	GPCR	Tclin	152
977	ebastine	SLC6A3	R06AX22	Transporter	Tclin	6531
977	ebastine	ADORA3	R06AX22	GPCR	Tchem	140
977	ebastine	DRD4	R06AX22	GPCR	Tchem	1815
977	ebastine	ADRA1D	R06AX22	GPCR	Tclin	146
977	ebastine	ACHE	R06AX22	Enzyme	Tclin	43
977	ebastine	EGFR	R06AX22	Kinase	Tclin	1956
977	ebastine	FYN	R06AX22	Kinase	Tclin	2534
977	ebastine	ERBB2	R06AX22	Kinase	Tclin	2064
977	ebastine	TACR2	R06AX22	GPCR	Tchem	6865
977	ebastine	HRH1	R06AX22	GPCR	Tclin	3269
977	ebastine	KCNH2	R06AX22	Ion channel	Tclin	3757
977	ebastine	ABCB1	R06AX22	Transporter	Tchem	5243
977	ebastine	HTR1A	R06AX22	GPCR	Tclin	3350
977	ebastine	CHRM1	R06AX22	GPCR	Tclin	1128
977	ebastine	DRD2	R06AX22	GPCR	Tclin	1813
982	echothiophate	ACHE	S01EB03	Enzyme	Tclin	43
983	econazole	ADRB1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	153
983	econazole	CNR1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1268
983	econazole	OPRM1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	4988
983	econazole	DRD1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1812
983	econazole	DRD2	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1813
983	econazole	ADORA2A	D01AC03, G01AF05, G01AF55	GPCR	Tclin	135
983	econazole	ADRA2A	D01AC03, G01AF05, G01AF55	GPCR	Tclin	150
983	econazole	SIGMAR1	D01AC03, G01AF05, G01AF55	Membrane receptor	Tclin	10280
983	econazole	CYP3A4	D01AC03, G01AF05, G01AF55	Enzyme	Tclin	1576
983	econazole	SLC6A4	D01AC03, G01AF05, G01AF55	Transporter	Tclin	6532
983	econazole	SLC6A2	D01AC03, G01AF05, G01AF55	Transporter	Tclin	6530
983	econazole	HTR1A	D01AC03, G01AF05, G01AF55	GPCR	Tclin	3350
983	econazole	HTR2A	D01AC03, G01AF05, G01AF55	GPCR	Tclin	3356
983	econazole	HTR2B	D01AC03, G01AF05, G01AF55	GPCR	Tclin	3357
983	econazole	HTR2C	D01AC03, G01AF05, G01AF55	GPCR	Tclin	3358
983	econazole	HTR6	D01AC03, G01AF05, G01AF55	GPCR	Tchem	3362
983	econazole	ADRA2B	D01AC03, G01AF05, G01AF55	GPCR	Tclin	151
983	econazole	DRD3	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1814
983	econazole	HRH2	D01AC03, G01AF05, G01AF55	GPCR	Tclin	3274
983	econazole	CHRM1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1128
983	econazole	CHRM2	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1129
983	econazole	CHRM3	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1131
983	econazole	CHRM4	D01AC03, G01AF05, G01AF55	GPCR	Tclin	1132
983	econazole	ADRB3	D01AC03, G01AF05, G01AF55	GPCR	Tclin	155
983	econazole	SLC6A3	D01AC03, G01AF05, G01AF55	Transporter	Tclin	6531
983	econazole	CYP2D6	D01AC03, G01AF05, G01AF55	Enzyme	Tclin	1565
983	econazole	ADORA1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	134
983	econazole	ADORA3	D01AC03, G01AF05, G01AF55	GPCR	Tchem	140
983	econazole	DRD4	D01AC03, G01AF05, G01AF55	GPCR	Tchem	1815
983	econazole	ADRA1D	D01AC03, G01AF05, G01AF55	GPCR	Tclin	146
983	econazole	OPRK1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	4986
983	econazole	OPRD1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	4985
983	econazole	ACHE	D01AC03, G01AF05, G01AF55	Enzyme	Tclin	43
983	econazole	CYP2C9	D01AC03, G01AF05, G01AF55	Enzyme	Tchem	1559
983	econazole	CYP1A2	D01AC03, G01AF05, G01AF55	Enzyme	Tchem	1544
983	econazole	EGFR	D01AC03, G01AF05, G01AF55	Kinase	Tclin	1956
983	econazole	TACR1	D01AC03, G01AF05, G01AF55	GPCR	Tclin	6869
983	econazole	CYP2C19	D01AC03, G01AF05, G01AF55	Enzyme	Tchem	1557
983	econazole	FYN	D01AC03, G01AF05, G01AF55	Kinase	Tclin	2534
983	econazole	ERBB2	D01AC03, G01AF05, G01AF55	Kinase	Tclin	2064
983	econazole	TBXAS1	D01AC03, G01AF05, G01AF55	Enzyme	Tchem	6916
983	econazole	MMP9	D01AC03, G01AF05, G01AF55	Enzyme	Tchem	4318
983	econazole	TACR2	D01AC03, G01AF05, G01AF55	GPCR	Tchem	6865
983	econazole	MC5R	D01AC03, G01AF05, G01AF55	GPCR	Tchem	4161
983	econazole	MC3R	D01AC03, G01AF05, G01AF55	GPCR	Tchem	4159
983	econazole	NPY2R	D01AC03, G01AF05, G01AF55	GPCR	Tchem	4887
983	econazole	CYP51A1	D01AC03, G01AF05, G01AF55	Enzyme	Tchem	1595
983	econazole	CYP17A1	D01AC03, G01AF05, G01AF55	Enzyme	Tclin	1586
983	econazole	IDO1	D01AC03, G01AF05, G01AF55	Enzyme	Tchem	3620
986	edatrexate	FPGS	NA	Enzyme	Tchem	2356
986	edatrexate	DHFR	NA	Enzyme	Tclin	1719
987	edetic acid	UGCG	NA	Enzyme	Tclin	7357
988	edrophonium	ACHE	V04CX07	Enzyme	Tclin	43
989	efavirenz	NR1I2	J05AG03, J05AR06, J05AR11	Nuclear hormone receptor	Tchem	8856
990	eflornithine	ODC1	D11AX16, P01CX03	Enzyme	Tclin	4953
995	eletriptan	HTR1F	N02CC06	GPCR	Tclin	3355
995	eletriptan	HTR1A	N02CC06	GPCR	Tclin	3350
995	eletriptan	HTR1E	N02CC06	GPCR	Tchem	3354
995	eletriptan	HTR1B	N02CC06	GPCR	Tclin	3351
995	eletriptan	HTR1D	N02CC06	GPCR	Tclin	3352
999	emedastine	HRH1	S01GX06	GPCR	Tclin	3269
1005	enalapril	ACE	C09AA02, C09BA02, C09BB02, C09BB06	Enzyme	Tclin	1636
1006	enalaprilat	ACE	NA	Enzyme	Tclin	1636
1007	encainide	SCN5A	C01BC08	Ion channel	Tclin	6331
1009	enflurane	KCNK10	N01AB04	Ion channel	Tclin	54207
1009	enflurane	KCNK18	N01AB04	Ion channel	Tclin	338567
1009	enflurane	KCNK3	N01AB04	Ion channel	Tclin	3777
1009	enflurane	KCNK9	N01AB04	Ion channel	Tclin	51305
1009	enflurane	KCNK2	N01AB04	Ion channel	Tclin	3776
1009	enflurane	GLRA1	N01AB04	Ion channel	Tclin	2741
1014	enoximone	PDE4A	C01CE03	Enzyme	Tclin	5141
1014	enoximone	PDE4B	C01CE03	Enzyme	Tclin	5142
1014	enoximone	PDE4C	C01CE03	Enzyme	Tclin	5143
1014	enoximone	PDE4D	C01CE03	Enzyme	Tclin	5144
1014	enoximone	PDE3A	C01CE03	Enzyme	Tclin	5139
1016	enprostil	PTGER4	A02BB02	GPCR	Tclin	5734
1016	enprostil	PTGFR	A02BB02	GPCR	Tclin	5737
1016	enprostil	PTGER3	A02BB02	GPCR	Tclin	5733
1016	enprostil	PTGER1	A02BB02	GPCR	Tclin	5731
1016	enprostil	PTGIR	A02BB02	GPCR	Tclin	5739
1018	entacapone	COMT	N04BX02	Enzyme	Tclin	1312
1018	entacapone	GPR35	N04BX02	GPCR	Tchem	2859
1021	epalrestat	AKR1B1	NA	Enzyme	Tclin	231
1021	epalrestat	SORD	NA	Enzyme	Tchem	6652
1021	epalrestat	AKR1A1	NA	Enzyme	Tchem	10327
1021	epalrestat	AKR1B10	NA	Enzyme	Tchem	57016
1024	ephedrine	ADRB2	C01CA26, R01AA03, R01AB05, R03CA02, S01FB02, A08AA56	GPCR	Tclin	154
1027	epinastine	HRH1	R06AX24, S01GX10	GPCR	Tclin	3269
1027	epinastine	SLC47A2	R06AX24, S01GX10	Transporter	Tchem	146802
1027	epinastine	SLC47A1	R06AX24, S01GX10	Transporter	Tchem	55244
1027	epinastine	SLC22A2	R06AX24, S01GX10	Transporter	Tchem	6582
1027	epinastine	ABCB1	R06AX24, S01GX10	Transporter	Tchem	5243
1027	epinastine	ADRA1A	R06AX24, S01GX10	GPCR	Tclin	148
1027	epinastine	HTR2A	R06AX24, S01GX10	GPCR	Tclin	3356
1027	epinastine	ADRA2A	R06AX24, S01GX10	GPCR	Tclin	150
1027	epinastine	HRH2	R06AX24, S01GX10	GPCR	Tclin	3274
1027	epinastine	KCNH2	R06AX24, S01GX10	Ion channel	Tclin	3757
1028	epinephrine	ADRA1D	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	146
1028	epinephrine	ADRA1B	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	147
1028	epinephrine	ADRA2A	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	150
1028	epinephrine	ADRA2B	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	151
1028	epinephrine	ADRA2C	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	152
1028	epinephrine	DRD1	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	1812
1028	epinephrine	ADRB2	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	154
1028	epinephrine	ADRA1A	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	148
1028	epinephrine	SLC6A2	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	Transporter	Tclin	6530
1028	epinephrine	ADRB1	A01AD01, B02BC09, C01CA24, R01AA14, R03AA01, S01EA01, R03AK01, S01EA51	GPCR	Tclin	153
1030	epirubicin	FYN	L01DB03	Kinase	Tclin	2534
1032	eplerenone	NR3C2	C03DA04	Nuclear hormone receptor	Tclin	4306
1032	eplerenone	NR3C1	C03DA04	Nuclear hormone receptor	Tclin	2908
1034	epoprostenol	PTGIR	B01AC09	GPCR	Tclin	5739
1034	epoprostenol	PTGER4	B01AC09	GPCR	Tclin	5734
1034	epoprostenol	PTGER1	B01AC09	GPCR	Tclin	5731
1034	epoprostenol	P2RY12	B01AC09	GPCR	Tclin	64805
1037	eprosartan	AGTR1	C09CA02, C09DA02	GPCR	Tclin	185
1040	eptifibatide	ITGA2B	B01AC16	Adhesion	Tclin	3674
1040	eptifibatide	ITGB3	B01AC16	Adhesion	Tclin	3690
1043	ergotamine	HTR2B	N02CA02, N02CA52, N02CA72	GPCR	Tclin	3357
1043	ergotamine	HTR6	N02CA02, N02CA52, N02CA72	GPCR	Tchem	3362
1043	ergotamine	HTR1E	N02CA02, N02CA52, N02CA72	GPCR	Tchem	3354
1043	ergotamine	HTR2A	N02CA02, N02CA52, N02CA72	GPCR	Tclin	3356
1043	ergotamine	HTR2C	N02CA02, N02CA52, N02CA72	GPCR	Tclin	3358
1043	ergotamine	HTR1F	N02CA02, N02CA52, N02CA72	GPCR	Tclin	3355
1043	ergotamine	ADRB1	N02CA02, N02CA52, N02CA72	GPCR	Tclin	153
1043	ergotamine	ADRB2	N02CA02, N02CA52, N02CA72	GPCR	Tclin	154
1043	ergotamine	DRD1	N02CA02, N02CA52, N02CA72	GPCR	Tclin	1812
1043	ergotamine	DRD2	N02CA02, N02CA52, N02CA72	GPCR	Tclin	1813
1043	ergotamine	ADRA2A	N02CA02, N02CA52, N02CA72	GPCR	Tclin	150
1043	ergotamine	CYP3A4	N02CA02, N02CA52, N02CA72	Enzyme	Tclin	1576
1043	ergotamine	HTR1A	N02CA02, N02CA52, N02CA72	GPCR	Tclin	3350
1043	ergotamine	ADRA2B	N02CA02, N02CA52, N02CA72	GPCR	Tclin	151
1043	ergotamine	DRD3	N02CA02, N02CA52, N02CA72	GPCR	Tclin	1814
1043	ergotamine	ADRA2C	N02CA02, N02CA52, N02CA72	GPCR	Tclin	152
1043	ergotamine	ADRA1D	N02CA02, N02CA52, N02CA72	GPCR	Tclin	146
1043	ergotamine	LCK	N02CA02, N02CA52, N02CA72	Kinase	Tclin	3932
1043	ergotamine	FYN	N02CA02, N02CA52, N02CA72	Kinase	Tclin	2534
1043	ergotamine	TBXAS1	N02CA02, N02CA52, N02CA72	Enzyme	Tchem	6916
1043	ergotamine	ADRA1A	N02CA02, N02CA52, N02CA72	GPCR	Tclin	148
1043	ergotamine	DRD5	N02CA02, N02CA52, N02CA72	GPCR	Tchem	1816
1043	ergotamine	CHRM1	N02CA02, N02CA52, N02CA72	GPCR	Tclin	1128
1043	ergotamine	CHRM2	N02CA02, N02CA52, N02CA72	GPCR	Tclin	1129
1043	ergotamine	HTR1B	N02CA02, N02CA52, N02CA72	GPCR	Tclin	3351
1043	ergotamine	HTR1D	N02CA02, N02CA52, N02CA72	GPCR	Tclin	3352
1043	ergotamine	HTR5A	N02CA02, N02CA52, N02CA72	GPCR	Tchem	3361
1045	erlotinib	EGFR	L01EB02	Kinase	Tclin	1956
1045	erlotinib	SRC	L01EB02	Kinase	Tclin	6714
1045	erlotinib	EPHA3	L01EB02	Kinase	Tchem	2042
1045	erlotinib	STK10	L01EB02	Kinase	Tchem	6793
1045	erlotinib	STK17B	L01EB02	Kinase	Tchem	9262
1045	erlotinib	GRK4	L01EB02	Kinase	Tchem	2868
1045	erlotinib	KDR	L01EB02	Kinase	Tclin	3791
1045	erlotinib	MAPK10	L01EB02	Kinase	Tchem	5602
1045	erlotinib	FLT3	L01EB02	Kinase	Tclin	2322
1045	erlotinib	ABL1	L01EB02	Kinase	Tclin	25
1045	erlotinib	FLT1	L01EB02	Kinase	Tclin	2321
1045	erlotinib	MAPK9	L01EB02	Kinase	Tchem	5601
1045	erlotinib	MAP3K2	L01EB02	Kinase	Tchem	10746
1045	erlotinib	ULK3	L01EB02	Kinase	Tchem	25989
1045	erlotinib	ABL2	L01EB02	Kinase	Tchem	27
1045	erlotinib	DYRK2	L01EB02	Kinase	Tchem	8445
1045	erlotinib	PDGFRA	L01EB02	Kinase	Tclin	5156
1045	erlotinib	BLK	L01EB02	Kinase	Tchem	640
1045	erlotinib	MET	L01EB02	Kinase	Tclin	4233
1045	erlotinib	CSNK1E	L01EB02	Kinase	Tchem	1454
1045	erlotinib	ERBB3	L01EB02	Kinase	Tchem	2065
1045	erlotinib	EPHB6	L01EB02	Kinase	Tchem	2051
1045	erlotinib	RIPK2	L01EB02	Kinase	Tchem	8767
1045	erlotinib	EPHB4	L01EB02	Kinase	Tchem	2050
1045	erlotinib	JAK2	L01EB02	Kinase	Tclin	3717
1045	erlotinib	SIK2	L01EB02	Kinase	Tchem	23235
1045	erlotinib	GAK	L01EB02	Kinase	Tchem	2580
1045	erlotinib	AURKA	L01EB02	Kinase	Tchem	6790
1045	erlotinib	MAP2K5	L01EB02	Kinase	Tchem	5607
1045	erlotinib	CSNK1D	L01EB02	Kinase	Tchem	1453
1045	erlotinib	TBK1	L01EB02	Kinase	Tchem	29110
1045	erlotinib	FLT4	L01EB02	Kinase	Tclin	2324
1045	erlotinib	MKNK1	L01EB02	Kinase	Tchem	8569
1045	erlotinib	FGR	L01EB02	Kinase	Tchem	2268
1045	erlotinib	DAPK3	L01EB02	Kinase	Tchem	1613
1045	erlotinib	FRK	L01EB02	Kinase	Tchem	2444
1045	erlotinib	EPHA8	L01EB02	Kinase	Tchem	2046
1045	erlotinib	TTK	L01EB02	Kinase	Tchem	7272
1045	erlotinib	TIE1	L01EB02	Kinase	Tchem	7075
1045	erlotinib	PLK4	L01EB02	Kinase	Tchem	10733
1045	erlotinib	AAK1	L01EB02	Kinase	Tchem	22848
1045	erlotinib	JAK3	L01EB02	Kinase	Tclin	3718
1045	erlotinib	EIF2AK4	L01EB02	Kinase	Tchem	440275
1045	erlotinib	RET	L01EB02	Kinase	Tclin	5979
1045	erlotinib	DMPK	L01EB02	Kinase	Tchem	1760
1045	erlotinib	DDR1	L01EB02	Kinase	Tchem	780
1045	erlotinib	TYRO3	L01EB02	Kinase	Tchem	7301
1045	erlotinib	YES1	L01EB02	Kinase	Tclin	7525
1045	erlotinib	LCK	L01EB02	Kinase	Tclin	3932
1045	erlotinib	LTK	L01EB02	Kinase	Tclin	4058
1045	erlotinib	MAP3K19	L01EB02	Kinase	Tchem	80122
1045	erlotinib	CSK	L01EB02	Kinase	Tchem	1445
1045	erlotinib	AXL	L01EB02	Kinase	Tchem	558
1045	erlotinib	TNNI3K	L01EB02	Kinase	Tchem	51086
1045	erlotinib	ERBB2	L01EB02	Kinase	Tclin	2064
1045	erlotinib	HCK	L01EB02	Kinase	Tclin	3055
1045	erlotinib	AURKC	L01EB02	Kinase	Tchem	6795
1045	erlotinib	SRPK3	L01EB02	Kinase	Tchem	26576
1045	erlotinib	TXK	L01EB02	Kinase	Tchem	7294
1045	erlotinib	PDGFRB	L01EB02	Kinase	Tclin	5159
1045	erlotinib	FGFR2	L01EB02	Kinase	Tclin	2263
1045	erlotinib	ALK	L01EB02	Kinase	Tclin	238
1045	erlotinib	HIPK4	L01EB02	Kinase	Tchem	147746
1045	erlotinib	MAP3K3	L01EB02	Kinase	Tchem	4215
1045	erlotinib	MINK1	L01EB02	Kinase	Tchem	50488
1045	erlotinib	LRRK2	L01EB02	Kinase	Tchem	120892
1045	erlotinib	KIT	L01EB02	Kinase	Tclin	3815
1045	erlotinib	ERBB4	L01EB02	Kinase	Tclin	2066
1045	erlotinib	BMP2K	L01EB02	Kinase	Tchem	55589
1045	erlotinib	STK17A	L01EB02	Kinase	Tchem	9263
1045	erlotinib	EPHA6	L01EB02	Kinase	Tchem	285220
1045	erlotinib	TNIK	L01EB02	Kinase	Tchem	23043
1045	erlotinib	CAMK2D	L01EB02	Kinase	Tchem	817
1045	erlotinib	RPS6KA4	L01EB02	Kinase	Tchem	8986
1045	erlotinib	AURKB	L01EB02	Kinase	Tchem	9212
1045	erlotinib	SLK	L01EB02	Kinase	Tchem	9748
1045	erlotinib	MKNK2	L01EB02	Kinase	Tchem	2872
1045	erlotinib	TYK2	L01EB02	Kinase	Tclin	7297
1045	erlotinib	EPHA7	L01EB02	Kinase	Tchem	2045
1045	erlotinib	RIPK4	L01EB02	Kinase	Tchem	54101
1045	erlotinib	LYN	L01EB02	Kinase	Tclin	4067
1045	erlotinib	EPHA5	L01EB02	Kinase	Tchem	2044
1045	erlotinib	MERTK	L01EB02	Kinase	Tchem	10461
1045	erlotinib	EPHB1	L01EB02	Kinase	Tchem	2047
1045	erlotinib	TNK1	L01EB02	Kinase	Tchem	8711
1048	erythromycin	KCNH2	D10AF02, J01FA01, S01AA17, D10AF52	Ion channel	Tclin	3757
1048	erythromycin	MLNR	D10AF02, J01FA01, S01AA17, D10AF52	GPCR	Tchem	2862
1048	erythromycin	ABCB11	D10AF02, J01FA01, S01AA17, D10AF52	Transporter	Tchem	8647
1053	escitalopram	SLC6A4	N06AB10	Transporter	Tclin	6532
1053	escitalopram	CHRM1	N06AB10	GPCR	Tclin	1128
1053	escitalopram	HRH1	N06AB10	GPCR	Tclin	3269
1053	escitalopram	HTR2C	N06AB10	GPCR	Tclin	3358
1053	escitalopram	ADRA1A	N06AB10	GPCR	Tclin	148
1053	escitalopram	SLC6A2	N06AB10	Transporter	Tclin	6530
1054	esmolol	ADRB1	C07AB09	GPCR	Tclin	153
1055	esomeprazole	ATP4A	A02BC05, A02BD06, M01AE52	Transporter	Tclin	495
1055	esomeprazole	ATP4B	A02BC05, A02BD06, M01AE52	Transporter	Tclin	496
1056	estazolam	GABRA5	N05CD04	Ion channel	Tclin	2558
1056	estazolam	GABRB3	N05CD04	Ion channel	Tclin	2562
1056	estazolam	GABRG2	N05CD04	Ion channel	Tclin	2566
1056	estazolam	GABRA3	N05CD04	Ion channel	Tclin	2556
1056	estazolam	GABRB3	N05CD04	Ion channel	Tclin	2562
