act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_unit,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
37442,2422,390,Vasopressin V1a receptor,GPCR,P37288,AVPR1A,V1AR_HUMAN,5.153044675,,Ki,DRUGMATRIX: Vasopressin V1A radioligand binding (ligand: [125I] PhenylacetylTyr(Me)PheGlnAsnArgProArgTyr),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37444,2422,621,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,5.661145254,,IC50,DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37445,2422,931,Substance-K receptor,GPCR,P21452,TACR2,NK2R_HUMAN,5.683819901,,Ki,DRUGMATRIX: Tachykinin NK2  radioligand binding (ligand: [3H] SR-48968),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37447,2428,804,Matrix metalloproteinase-9,Enzyme,P14780,MMP9,MMP9_HUMAN,5.577902837,,IC50,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37448,2429,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.171340103,,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37450,2429,107,Alpha-2B adrenergic receptor,GPCR,P18089,ADRA2B,ADA2B_HUMAN,6.764471553,,Ki,DRUGMATRIX: Alpha-2B adrenergic receptor radioligand binding (ligand: Rauwolscine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37453,2436,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.965371543,,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37457,2436,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,5.166591497,,Ki,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37462,2436,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,6.106182776,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37464,2436,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,5.665646792,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2B radioligand binding (ligand: [3H] Lysergic acid diethylamide),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37466,2436,103,5-hydroxytryptamine receptor 2C,GPCR,P28335,HTR2C,5HT2C_HUMAN,6.246187216,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2C radioligand binding (ligand: [3H] Mesulergine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37468,2436,107,Alpha-2B adrenergic receptor,GPCR,P18089,ADRA2B,ADA2B_HUMAN,7.081969663,,Ki,DRUGMATRIX: Alpha-2B adrenergic receptor radioligand binding (ligand: Rauwolscine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37474,2436,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,6.186752699,,Ki,DRUGMATRIX: Adrenergic Alpha-2C radioligand binding (ligand: [3H] MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37477,2436,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,6,,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37478,2436,1711,Alpha-1B adrenergic receptor,GPCR,P15823,Adra1b,ADA1B_RAT,6.475084852,,Ki,DRUGMATRIX: Alpha-1B adrenergic receptor radioligand binding (ligand: prazosin),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
37480,2436,1717,Melanocortin receptor 5,GPCR,P33032,MC5R,MC5R_HUMAN,5.365200403,,Ki,DRUGMATRIX: Melanocortin MC5 radioligand binding (ligand: [125I] NDP-alpha-MSH),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37482,2436,1721,Membrane-associated progesterone receptor component 1,Membrane receptor,P70580,Pgrmc1,PGRC1_RAT,5.884722409,,Ki,DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
37486,2440,107,Alpha-2B adrenergic receptor,GPCR,P18089,ADRA2B,ADA2B_HUMAN,5.962175249,,Ki,DRUGMATRIX: Alpha-2B adrenergic receptor radioligand binding (ligand: Rauwolscine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37491,2441,146,Adenosine receptor A1,GPCR,P30542,ADORA1,AA1R_HUMAN,6.059981845,,Ki,DRUGMATRIX: Adenosine A1 radioligand binding (ligand: DPCPX),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37494,2441,1711,Alpha-1B adrenergic receptor,GPCR,P15823,Adra1b,ADA1B_RAT,6.093664958,,Ki,DRUGMATRIX: Alpha-1B adrenergic receptor radioligand binding (ligand: prazosin),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
37496,2446,95,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,5.698970004,,IC50,"DRUGMATRIX: CYP450, 3A4 enzyme inhibition (substrate: 7-Benzyloxy-4-(trifluoromethyl)-coumarin)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
94134,575,176,Kappa-type opioid receptor,GPCR,P41145,OPRK1,OPRK_HUMAN,5.29,,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
37497,2446,268,Cytochrome P450 2C9,Enzyme,P11712,CYP2C9,CP2C9_HUMAN,5.698970004,,IC50,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37498,2446,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,5.397940009,,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37499,2446,49,Sodium/nucleoside cotransporter 1,Transporter,O00337,SLC28A1,S28A1_HUMAN,6.430509046,,Ki,DRUGMATRIX: Sodium/nucleoside co-transporter radioligand binding (ligand: nitrobenzylthioinosine),DRUG MATRIX,=,,,,,,,Tbio,,,Homo sapiens
37503,2466,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,4.413194478,,Ki,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37506,2475,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,5.522878745,,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37509,2475,1727,Progesterone receptor,Transcription factor,Q690N0,PGR,Q690N0_BOVIN,6.663140179,,Ki,DRUGMATRIX: Progesterone radioligand binding (ligand: [3H] R-5020),DRUG MATRIX,=,,,,,,,,,,Bos taurus
37511,2477,145,Cytochrome P450 2D6,Enzyme,P10635,CYP2D6,CP2D6_HUMAN,5.032732908,,IC50,"DRUGMATRIX: CYP450, 2D6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37512,2477,148,Adenosine receptor A3,GPCR,P0DMS8,ADORA3,AA3R_HUMAN,5.327440372,,Ki,DRUGMATRIX: Adenosine A3 radioligand binding (ligand: AB-MECA),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37514,2477,202,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,7.494850022,,Ki,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37516,2477,268,Cytochrome P450 2C9,Enzyme,P11712,CYP2C9,CP2C9_HUMAN,5.947844933,,IC50,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37517,2477,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,7.318758763,,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37518,2477,988,Androgen receptor,Transcription factor,P15207,Ar,ANDR_RAT,7.823908741,,Ki,DRUGMATRIX: Androgen (Testosterone) AR radioligand binding (ligand: [3H] Mibolerone),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
37520,2477,1727,Progesterone receptor,Transcription factor,Q690N0,PGR,Q690N0_BOVIN,6.316052869,,Ki,DRUGMATRIX: Progesterone radioligand binding (ligand: [3H] R-5020),DRUG MATRIX,=,,,,,,,,,,Bos taurus
37522,2495,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,5.819300799,,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37524,2495,95,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,7.15490196,,IC50,"DRUGMATRIX: CYP450, 3A4 enzyme inhibition (substrate: 7-Benzyloxy-4-(trifluoromethyl)-coumarin)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37525,2495,98,Sodium-dependent serotonin transporter,Transporter,P31645,SLC6A4,SC6A4_HUMAN,7.124938737,,Ki,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37527,2495,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.696803943,,Ki,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37529,2495,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,5.950007143,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37531,2495,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,5.716246617,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2B radioligand binding (ligand: [3H] Lysergic acid diethylamide),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37533,2495,103,5-hydroxytryptamine receptor 2C,GPCR,P28335,HTR2C,5HT2C_HUMAN,5.835944708,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2C radioligand binding (ligand: [3H] Mesulergine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37535,2495,107,Alpha-2B adrenergic receptor,GPCR,P18089,ADRA2B,ADA2B_HUMAN,5.786216701,,Ki,DRUGMATRIX: Alpha-2B adrenergic receptor radioligand binding (ligand: Rauwolscine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37537,2495,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,5.977159389,,Ki,DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37539,2495,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.053056729,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37541,2495,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.142064735,,Ki,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37543,2495,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,6.258060922,,Ki,DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37545,2495,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,5.727462223,,Ki,DRUGMATRIX: Muscarinic M5 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37547,2495,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,6.144480844,,Ki,DRUGMATRIX: Adrenergic Alpha-2C radioligand binding (ligand: [3H] MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37549,2495,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.862962545,,Ki,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37551,2495,145,Cytochrome P450 2D6,Enzyme,P10635,CYP2D6,CP2D6_HUMAN,6.096910013,,IC50,"DRUGMATRIX: CYP450, 2D6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37552,2495,148,Adenosine receptor A3,GPCR,P0DMS8,ADORA3,AA3R_HUMAN,5.828273546,,Ki,DRUGMATRIX: Adenosine A3 radioligand binding (ligand: AB-MECA),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37554,2495,268,Cytochrome P450 2C9,Enzyme,P11712,CYP2C9,CP2C9_HUMAN,6.698970004,,IC50,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37555,2495,312,Cytochrome P450 1A2,Enzyme,P05177,CYP1A2,CP1A2_HUMAN,6.22184875,,IC50,"DRUGMATRIX: CYP450, 1A2 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37556,2495,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,7.795880017,,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
94135,575,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,4.82,,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
37557,2495,535,Tyrosine-protein kinase Fyn,Kinase,P06241,FYN,FYN_HUMAN,5.431329022,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, Fyn enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37558,2495,621,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,6.73754891,,IC50,DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37559,2495,931,Substance-K receptor,GPCR,P21452,TACR2,NK2R_HUMAN,5.781727146,,Ki,DRUGMATRIX: Tachykinin NK2  radioligand binding (ligand: [3H] SR-48968),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37561,2501,104,5-hydroxytryptamine receptor 6,GPCR,P50406,HTR6,5HT6R_HUMAN,6.206209615,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37563,2523,268,Cytochrome P450 2C9,Enzyme,P11712,CYP2C9,CP2C9_HUMAN,6.698970004,,IC50,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37564,2525,369,Caspase-1,Enzyme,P29466,CASP1,CASP1_HUMAN,4.540426594,,IC50,"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37565,2525,621,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,4.70688063,,IC50,DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37566,2525,840,Interstitial collagenase,Enzyme,P03956,MMP1,MMP1_HUMAN,4.62802753,,IC50,"DRUGMATRIX: Peptidase, Matrix Metalloproteinase-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37567,2525,988,Androgen receptor,Transcription factor,P15207,Ar,ANDR_RAT,4.533117558,,Ki,DRUGMATRIX: Androgen (Testosterone) AR radioligand binding (ligand: [3H] Mibolerone),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
37569,2525,1707,Aldose reductase,Enzyme,P07943,Akr1b1,ALDR_RAT,4.768479439,,IC50,DRUGMATRIX: Aldose Reductase enzyme inhibition (substrate: DL-Glyceraldehyde),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
37570,2525,1712,Mitogen-activated protein kinase 1,Kinase,P28482,MAPK1,MK01_HUMAN,5.198459094,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37573,2534,1707,Aldose reductase,Enzyme,P07943,Akr1b1,ALDR_RAT,6.361510743,,IC50,DRUGMATRIX: Aldose Reductase enzyme inhibition (substrate: DL-Glyceraldehyde),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
37574,2536,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.119929916,,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37576,2536,91,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.307153081,,Ki,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37578,2536,98,Sodium-dependent serotonin transporter,Transporter,P31645,SLC6A4,SC6A4_HUMAN,6.176656209,,Ki,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37580,2536,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.857360292,,Ki,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37582,2536,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,6.507798549,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT1A radioligand binding (ligand: [3H] 8-OH-DPAT),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37584,2536,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,6.22366209,,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2B radioligand binding (ligand: [3H] Lysergic acid diethylamide),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37586,2536,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,6.145997767,,Ki,DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37588,2536,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,5.6062669,,Ki,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37590,2536,111,Histamine H2 receptor,GPCR,P25021,HRH2,HRH2_HUMAN,7.053056729,,Ki,DRUGMATRIX: Histamine H2 radioligand binding (ligand: [125I] Aminopotentidine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37592,2536,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.964570262,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37594,2536,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.008773924,,Ki,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37596,2536,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,6.196474604,,Ki,DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37598,2536,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,5.491672325,,Ki,DRUGMATRIX: Muscarinic M5 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37600,2536,129,Beta-3 adrenergic receptor,GPCR,P13945,ADRB3,ADRB3_HUMAN,5.426293127,,Ki,DRUGMATRIX: Adrenergic beta3 radioligand binding (ligand: [125I] Cyanopindolol),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37602,2536,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,6.300422409,,Ki,DRUGMATRIX: Adrenergic Alpha-2C radioligand binding (ligand: [3H] MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37604,2536,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.689965531,,Ki,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37606,2536,148,Adenosine receptor A3,GPCR,P0DMS8,ADORA3,AA3R_HUMAN,5.678898901,,Ki,DRUGMATRIX: Adenosine A3 radioligand binding (ligand: AB-MECA),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37608,2536,387,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.099960765,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37609,2536,535,Tyrosine-protein kinase Fyn,Kinase,P06241,FYN,FYN_HUMAN,6.141402655,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, Fyn enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37610,2536,931,Substance-K receptor,GPCR,P21452,TACR2,NK2R_HUMAN,5.645066033,,Ki,DRUGMATRIX: Tachykinin NK2  radioligand binding (ligand: [3H] SR-48968),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
37613,2537,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.12090412,,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
163347,926,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
37619,2551,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,6.289882635,,Ki,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37621,2551,145,Cytochrome P450 2D6,Enzyme,P10635,CYP2D6,CP2D6_HUMAN,6.522878745,,IC50,"DRUGMATRIX: CYP450, 2D6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37622,2551,170,Alpha-1D adrenergic receptor,GPCR,P25100,ADRA1D,ADA1D_HUMAN,5.953504836,,Ki,DRUGMATRIX: Alpha-1D adrenergic receptor radioligand binding (ligand: prazosin),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37625,2552,95,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,6,,IC50,"DRUGMATRIX: CYP450, 3A4 enzyme inhibition (substrate: 7-Benzyloxy-4-(trifluoromethyl)-coumarin)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37626,2561,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.000695428,,Ki,DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37628,2561,66,Prostaglandin G/H synthase 1,Enzyme,P23219,PTGS1,PGH1_HUMAN,5.357436563,,IC50,DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37629,2561,74,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.146180154,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37631,2561,82,D(1A) dopamine receptor,GPCR,P21728,DRD1,DRD1_HUMAN,5.371508895,,Ki,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
