id,struct_id,approval,type,applicant,orphan
4083,5367,2019-12-20,FDA,DAIICHI SANKYO,
4084,5368,2019-09-27,EMA,Evolus Pharma Limited,
4085,5279,2019-09-26,EMA,Theratechnologies International Limited,
4086,3128,2019-09-26,EMA,Mylan S.A.S,t
4087,1567,2019-09-19,EMA,Acorda Therapeutics Ireland Limited,
4088,5288,2019-09-19,EMA,GW Pharma (International) B.V.,t
4089,5305,2019-09-19,EMA,Bayer AG,t
4091,5272,2019-08-23,EMA,La Jolla Pharmaceutical II B.V.,
4092,25,2019-08-02,EMA,Celgene Europe BV,
4093,2738,2019-07-25,EMA,Univar BV,t
4094,3483,2019-04-26,EMA,Accord Healthcare S.L.U.,
4095,4230,2019-06-25,EMA,CIS bio international,
4096,2718,2019-06-20,EMA,medac Gesellschaft fur klinische Spezialpraparate mbH,t
4098,2859,2019-04-26,EMA,GlaxoSmithKline Trading Services Limited,
4099,5238,2019-12-16,EMA,A. Menarini Industrie Farmaceutiche Riunite s.r.l.,
4100,5346,2019-12-16,EMA,AbbVie Deutschland GmbH & Co. KG,
4101,4468,2019-12-18,EMA,Janssen-Cilag International N.V.,
4102,1118,2019-08-22,PMDA,Novartis Pharma K.K.,t
4103,391,2019-08-22,PMDA,Janssen Pharmaceutical K.K.,t
4104,4981,2019-09-20,PMDA,Novo Nordisk Pharma Ltd.,
4105,4806,2019-09-20,PMDA,Takeda Pharmaceutical Company Limited,
4106,2402,2019-09-20,PMDA,"Hisamitsu Pharmaceutical Co., Inc.",
4107,5370,2019-08-22,PMDA,"Kyorin Pharmaceutical Co., Ltd.",
4108,5371,2019-09-20,PMDA,Astellas Pharma Inc.,
4109,4921,2019-09-20,PMDA,"Meiji Seika Pharma Co., Ltd.",
4111,5133,2019-09-20,PMDA,AbbVie GK,
4112,3312,2019-09-20,PMDA,"Ono Pharmaceutical Co., Ltd.",
4113,5230,2019-09-20,PMDA,BioMarin Pharmaceutical Japan K.K.,t
4114,5282,2019-09-20,PMDA,"Kyowa Kirin Co., Ltd.",t
4115,4829,2019-09-20,PMDA,Celgene K.K.,
4116,1027,2019-09-20,PMDA,"Santen Pharmaceutical Co., Ltd.",
4117,4514,2019-07-23,PMDA,Eli Lilly Japan,
4118,5127,2001-06-06,EMA,Amgen Europe B.V.,
4119,5127,2007-04-04,PMDA,Kirin Brewery,
4120,4956,2007-04-18,PMDA,Chugai Pharmaceutical,
4121,4975,2008-01-25,PMDA,"Bayer Yakuhin, Nihon Schering, Zenyaku Kogyo",
4122,4954,2008-07-16,PMDA,Merck,
4123,2044,2019-09-20,PMDA,"Taiho Pharmaceutical Co., Ltd.",
4124,5083,2016-07-04,PMDA,Eli Lilly Japan,
4125,4969,2010-04-16,PMDA,Alexion Pharma,t
4126,4971,2009-01-21,PMDA,Novartis Pharma,t
4127,5372,2019-10-10,FDA,VERTEX PHARMS INC,
4128,5373,2019-11-07,FDA,GISKIT B.V.,
4129,5072,2016-09-28,PMDA,Bristol-Myers Squibb,t
4130,4483,2016-07-04,PMDA,Ono Pharmaceutical,t
4131,5092,2019-06-18,PMDA,"Nippon Shinyaku Co., Ltd.",t
4132,5345,2019-06-18,PMDA,Chugai Pharmaceutical,t
4133,4996,2011-01-21,PMDA,Kyowa Hakko Kirin,t
4134,1343,2017-03-30,PMDA,"Shionogi & Co., Ltd.",
4135,1283,2019-06-18,PMDA,Eli Lilly Japan K.K.,
4136,4917,2015-03-26,PMDA,Eli Lilly Japan K.K.,
4137,5000,2016-01-22,PMDA,Astellas Pharma,
3618,322,2017-08-29,FDA,CHEMO RESEARCH SL,t
3619,5253,2017-08-29,FDA,REMPEX PHARMS INC,
3620,5254,2009-08-13,China Food and Drug Administration (CFDA),Sanhome,
3622,5255,2014-02-24,China Food and Drug Administration (CFDA),Hansoh,
3623,5256,2017-09-14,FDA,BAYER HEALTHCARE PHARMS,t
3624,2427,2017-09-15,FDA,SYMBIOMIX THERAPEUTICS LLC,
3625,1406,1989-05-01,PMDA,Kyorin Pharmaceutical,
3626,5257,2002-09-30,China Food and Drug Administration (CFDA),CSPC Ouyi Pharmaceutical,
3627,5259,2017-09-28,FDA,ELI LILLY AND CO,
3628,5260,2017-10-31,FDA,ACERTA PHARMA BV,t
3629,3739,,FDA,Squibb,
3631,5261,2017-11-02,FDA,BAUSCH AND LOMB INC,
3633,5262,2017-11-08,FDA,MERCK SHARP DOHME,t
3634,5263,2017-11-17,FDA,ASTRAZENECA AB,
3635,5264,2017-11-15,FDA,ULTRAGENYX PHARM INC,t
3636,2413,2017-09-27,PMDA,Teikoku Seiyaku,
3637,5265,2017-01-04,EMA,CSL Behring GmbH,
3638,5266,2017-07-03,PMDA,Maruho,
3639,5267,2017-12-05,FDA,NOVO NORDISK INC,
3640,5268,2017-11-16,FDA,GENENTECH INC,t
3641,5058,2017-12-11,FDA,FERRER INTERNACIONAL S.A.,
3642,5061,2015-12-02,EMA,GlaxoSmithKline Trading Services,t
3643,5269,2017-12-18,FDA,AERIE PHARMACEUTICALS INC,
3644,5258,2017-08-24,EMA,EUSA Pharma (UK) Limited,
3645,5270,2017-12-19,FDA,MERCK SHARP DOHME,
3646,5271,2017-12-20,FDA,AETERNA ZENTARIS GMBH,t
3647,5272,2017-12-21,FDA,LA JOLLA PHARMACEUTICAL CO,
3648,5273,2017-11-10,EMA,STEBA Biotech S.A,
3649,5274,2018-02-07,FDA,GILEAD SCIENCES INC,
3650,5275,2018-01-26,FDA,AAA USA INC,t
3651,5276,2018-02-12,FDA,VERTEX PHARMS,t
3652,5277,2018-01-19,PMDA,EA Pharma,
3653,4825,2013-07-05,Ministry of Health of the Russian Federation,Teva,
3654,5278,2018-02-14,FDA,JANSSEN BIOTECH,
3578,5204,2009-06-30,FDA,AMAG PHARMS INC,
3579,5200,1971-11-16,FDA,,
3580,5198,2002-04-04,FDA,CHIRHOCLIN,t
3581,5229,2017-03-30,PMDA,Mundi Pharma,
3582,5231,2017-04-28,FDA,NOVARTIS PHARMS CORP,
3583,5230,2017-04-27,FDA,BIOMARIN PHARM,
3584,5233,2017-04-28,FDA,ARIAD,
3585,5232,2017-04-28,FDA,RADIUS HEALTH INC,
3586,4156,2017-05-05,FDA,MITSUBISHI TANABE PHARMA DEVELOPMENT AMERICA INC,t
3587,5234,2017-05-01,FDA,ASTRAZENECA UK LTD,
3588,5237,2017-05-22,FDA,SANOFI SYNTHELABO,
3589,5063,2016-05-20,EMA,Janssen-Cilag International N.V.,t
3590,2449,2008-01-25,PMDA,Daiichi Sankyo,
3591,1956,,PMDA,,
3592,5238,2017-06-19,FDA,MELINTA THERAPEUTICS INC,
3593,5239,2015-10-02,Korean Food and Drug Administration (KFDA),Dong-A ST,
3594,5240,2015-02-05,Korean Food and Drug Administration (KFDA),CrystalGenomics,
3595,5241,2017-06-23,FDA,PORTOLA PHARMA INC,
3596,5237,2017-06-23,EMA,sanofi-aventis groupe,
3597,5207,2017-05-30,EMA,Biogen Idec Ltd,t
3598,5230,2017-05-30,EMA,BioMarin International Limited,t
3599,5245,2010-01-25,EMA,Merck Sharp & Dohme Limited,
3600,5246,2017-07-13,FDA,JANSSEN BIOTECH,
3601,5247,2017-06-29,EMA,Pfizer Limited,t
3602,5248,2017-07-03,PMDA,Kowa,
3603,1127,2001-04-04,PMDA,Taisho Pharmaceutical,
3604,2555,2003-10-26,PMDA,Meiji Seika Pharm,
3605,927,1967-09-05,PMDA,Torii Pharmaceuticals,
3606,1431,1997-01-01,PMDA,Astellas,
3607,1873,1998-12-25,PMDA,Asahi Kasei,
3609,5249,2015-03-20,Korean Food and Drug Administration (KFDA),Dong Wha Pharmaceuticals,
3610,5250,2011-05-20,China Food and Drug Administration (CFDA),HengRui,
3611,5242,2017-07-18,FDA,GILEAD SCIENCES INC,
3612,5251,2017-08-01,FDA,CELGENE CORP,
3613,5252,2017-07-17,FDA,PUMA BIOTECH INC,
3614,5244,2017-08-03,FDA,ABBVIE INC,
3615,5243,2017-08-03,FDA,ABBVIE INC,
3616,5235,2017-07-06,EMA,Dompe farmaceutici s.p.a.,t
3535,5201,2016-12-14,FDA,ANACOR PHARMS INC,
3536,5203,2016-12-19,FDA,"Clovis Oncology, Inc.",
3537,5133,2016-12-05,EMA,AbbVie Ltd,t
3538,5206,1990-03-21,FDA,SIGMA TAU,t
3539,5205,1986-06-04,FDA,SCHERING,
3540,5207,2016-12-23,FDA,BIOGEN,
3541,5155,2016-12-12,EMA,Intercept Pharma Ltd,t
3543,5209,,China Food and Drug Administration (CFDA),Zhejiang Beta Pharma Inc.,
3545,5210,,Korean Food and Drug Administration (KFDA),,
3546,5208,2017-01-19,FDA,SYNERGY PHARMS INC,
3547,5211,,China Food and Drug Administration (CFDA),,
3548,5202,2017-02-13,EMA,Eli Lilly Nederland B.V.,
3549,793,2017-02-09,FDA,MARATHON PHARMACEUTICALS LLC,t
3550,5181,2017-02-07,FDA,KAI PHARMS INC,
3551,5212,1999-04-13,EMA,Boehringer Ingelheim International GmbH,
3552,3534,2007-01-16,EMA,Eisai Ltd,t
3553,2480,2007-01-04,EMA,BIOCODEX,t
3554,5179,2017-02-15,FDA,VALEANT LUXEMBOURG,
3555,5213,1997-02-14,EMA,Immunomedics GmbH,
3556,5215,2016-12-19,PMDA,Bristol-Myers Squibb,
3557,5214,2017-02-28,FDA,LEXICON PHARMA INC,
3558,5216,2011-11-18,FDA,JAZZ PHARMS INC,t
3559,2452,,PMDA,,
3560,3911,,PMDA,,
3561,1581,,PMDA,,
3562,2693,,PMDA,,
3563,2877,,UK Medicines and Healthcare Products Regulatory Agency (MHRA),,
3564,3732,,PMDA,,
3565,5218,2017-03-13,FDA,NOVARTIS PHARMS CORP,
3566,4921,2017-03-21,FDA,NEWRON PHARMS US INC,
3567,5219,2001-04-04,PMDA,Kaken,
3568,4353,,PMDA,,
3569,5220,2017-03-23,FDA,SHIONOGI INC,
3570,5221,2017-03-23,FDA,EMD SERONO INC,
3571,5222,2017-03-27,FDA,TESARO INC,
3572,5223,2017-03-28,FDA,GENENTECH INC,
3573,5224,2017-03-28,FDA,REGENERON PHARMACEUTICALS,
3574,4937,2017-02-16,EMA,Roche Registration Limited,
3575,5226,2017-04-03,FDA,TEVA PHARMS USA INC,
3576,5227,2017-04-11,FDA,NEUROCRINE BIOSCIENCES INC,
3577,5228,2014-07-22,EMA,Octapharma AB,
3523,5188,2012-01-05,Korean Food and Drug Administration (KFDA),IL-Yang,
3524,5189,2016-11-05,EMA,CSL Behring GmbH,t
3525,658,2009-06-18,UK Medicines and Healthcare Products Regulatory Agency (MHRA),Winthrop Pharmaceuticals UK Limited,
3526,4941,2016-11-09,EMA,Pfizer Limited,
3527,5084,2016-05-12,EMA,Swedish Orphan Biovitrum AB,t
3528,5181,2016-11-11,EMA,Amgen Europe B.V.,
3529,5183,2016-11-09,EMA,Eli Lilly Nederland B.V.,
3530,5195,1996-05-23,FDA,FERRING,t
3531,5197,2005-12-12,FDA,INSMED,t
3532,5199,2012-05-01,FDA,PFIZER,t
3533,5067,2016-11-21,EMA,Takeda Pharma A/S,t
3534,5071,2016-02-15,EMA,Eli Lilly Nederland B.V.,
3521,5186,2016-10-21,FDA,MERCK SHARP DOHME,
3520,5179,2016-07-04,PMDA,,
3519,5183,2016-10-19,FDA,ELI LILLY AND CO,
3392,5174,2016-07-11,FDA,SHIRE DEV LLC,
3393,2435,1996-05-23,UK Medicines and Healthcare Products Regulatory Agency (MHRA),H. Lundbeck A/S,
3394,1727,,FDA,,
3395,5060,2015-09-28,PMDA,"Taisho Pharmaceutical Co., Ltd.",
3396,5175,2001-05-17,EMA,Olympus Biotech International Limited,
3397,2026,,FDA,,
3398,920,,FDA,GLAXOSMITHKLINE,
3399,1749,,FDA,,
3400,3495,,FDA,FOREST LABS,
3401,1754,,FDA,ABBOTT,
3402,1081,,FDA,DISTA,
3403,1683,,FDA,LILLY,
3404,2133,,FDA,BOEHRINGER INGELHEIM,
3405,359,,FDA,ROBINS AH,
3406,1774,,FDA,ROCHE,
3407,618,,FDA,PARKE DAVIS,
3408,2139,,FDA,PARKE DAVIS,
3409,1740,,FDA,ABBVIE,
3410,1753,,FDA,GLAXOSMITHKLINE,
3411,2130,,FDA,SANOFI AVENTIS US,
3412,2556,,FDA,SANOFI AVENTIS US,
3413,2143,,FDA,PHARM RES ASSOC,
3414,2735,,FDA,SANOFI AVENTIS US,
3415,1644,,FDA,MEDPOINTE PHARM HLC,
3416,2096,,FDA,WYETH AYERST,
3417,2633,,FDA,ABBOTT,
3418,2173,,FDA,LEO PHARM,
3419,847,,FDA,ASTRAZENECA,
3420,2626,,FDA,PARKEDALE,
3421,1089,,FDA,PHARMACIA AND UPJOHN,
3422,1373,,FDA,MERCK,
3423,2027,,FDA,NOVARTIS,
3424,749,,FDA,GLAXOSMITHKLINE,
3425,1742,,FDA,WESTWOOD SQUIBB,
3426,2749,,FDA,ALLERGAN HERBERT,
3427,1434,,FDA,LILLY,
3428,1780,,FDA,NOVARTIS,
3429,975,,FDA,SOLVAY,
3430,1086,,FDA,PARKE DAVIS,
3431,1371,,FDA,ABBVIE,
3432,2240,,FDA,PARKE DAVIS,
3433,1648,,FDA,ROCHE,
3434,1912,,FDA,BAYER PHARMS,
3435,1752,,FDA,IMMUNEX,
3436,2746,,FDA,BIOENVISION,
3437,2318,,FDA,SANOFI AVENTIS US,
3438,2039,,FDA,NOVARTIS,
3439,220,,FDA,MERCK,
3440,186,,FDA,PARKE DAVIS,
3441,965,,FDA,LILLY,
3442,1355,,FDA,WESTWOOD SQUIBB,
3443,2342,,FDA,PARKE DAVIS,
3444,2752,,FDA,ROCHE,
3445,492,,FDA,ROERIG,
3446,1744,,FDA,APOTHECON,
3447,610,,FDA,SANOFI AVENTIS US,
3448,2335,,FDA,PARKE DAVIS,
3449,1363,,FDA,BRISTOL,
3450,822,,FDA,NOVARTIS,
3451,1273,,FDA,DAVIS AND GECK,
3452,516,,FDA,WYETH AYERST,
3453,416,,FDA,STUART PHARMS,
3454,2306,,FDA,GLAXOSMITHKLINE,
3455,3333,,FDA,JOHNSON AND JOHNSON,
3456,1198,,FDA,NOVARTIS,
3457,351,,FDA,PARKE DAVIS,
3458,1365,,FDA,MEDPOINTE PHARM HLC,
3459,1851,,FDA,LILLY,
3460,548,,FDA,TAKEDA,
3461,2810,,FDA,PARKE DAVIS,
3462,4039,2014-10-10,FDA,BRACCO,
3463,1467,,FDA,ALCON,
3464,4072,,FDA,,
3465,908,,FDA,LILLY,
3466,3217,,FDA,PARKE DAVIS,
3467,3496,,FDA,EASTMAN KODAK,
3468,4992,,FDA,LILLY,
3469,63,,FDA,ORTHO MCNEIL PHARM,
3470,813,,FDA,NOVARTIS,
3471,3248,,FDA,BAYER PHARMS,
3472,3314,,FDA,CHESEBROUGH PONDS,
3473,2060,,FDA,LILLY,
3474,2959,,FDA,NOVARTIS,
3475,1451,,FDA,MALLINCKRODT,
3476,4371,,FDA,MALLINCKRODT,
3477,3542,,FDA,PROCTER AND GAMBLE,
3478,579,,FDA,PHARMACIA AND UPJOHN,
3479,4427,1986-10-31,FDA,NOVARTIS,t
3480,1470,,FDA,BAYER HLTHCARE,
3481,4840,1994-12-22,FDA,PFIZER INC,
3482,5116,1996-08-26,FDA,STAND HOMEOPATH,
3483,542,,FDA,GLAXOSMITHKLINE,
3484,2830,,FDA,PFIZER,
3485,4424,,FDA,SANOFI AVENTIS US,
3486,881,,FDA,LILLY,
3487,1051,1965-04-02,FDA,ARBOR PHARMS LLC,
3489,3125,1994-10-19,UK Medicines and Healthcare Products Regulatory Agency (MHRA),Napp Pharmaceuticals Ltd,
3490,1002,,PMDA,,
3491,1958,,FDA,,
3492,1448,2008-09-19,FDA,GE HEALTHCARE,t
3493,5176,2010-09-14,FDA,CREALTA PHARMS LLC,
3494,934,,FDA,,
3495,1618,2003-09-12,UK Medicines and Healthcare Products Regulatory Agency (MHRA),Novartis Pharmaceuticals UK Limited,
3496,1615,2006-01-23,PMDA,"Lead Chemical Co., Ltd.",
3497,5177,1992-09-14,FDA,ORTHO BIOTECH,
3498,4948,2015-08-14,EMA,United Therapeutics Europe Ltd,t
3499,4815,2016-07-27,FDA,SANOFI-AVENTIS US LLC,
3500,5178,2015-11-19,EMA,Swedish Orphan Biovitrum AB,
3501,4883,,PMDA,"Kyorin Pharmaceutical Co., Ltd.",
3502,4398,2011-03-14,EMA,Nordic Group BV,
3503,1293,2011-03-14,EMA,Nordic Group BV,
3504,2002,2011-03-14,EMA,Nordic Group BV,
3505,2692,,UK Medicines and Healthcare Products Regulatory Agency (MHRA),,
3506,4156,,PMDA,Mitsubishi Tanabe Pharma Corporation,
3507,5093,2016-08-16,EMA,Teva Pharmaceuticals Limited,
3508,4822,2010-09-10,PMDA,"Daiichi Sankyo Company, Limited",
3509,5180,2015-10-27,FDA,AMGEN,
3510,5180,2015-12-16,EMA,Amgen Europe B.V.,
3511,3008,2000-01-20,EMA,Ferring Pharmaceuticals A/S,
3512,495,2007-11-05,UK Medicines and Healthcare Products Regulatory Agency (MHRA),Ferring Pharmaceuticals Ltd,
3513,2858,,PMDA,,
3514,5182,2016-09-19,FDA,SAREPTA THERAPEUTICS INC,
3515,5001,2016-09-19,EMA,Allergan Pharmaceuticals International Limited,
3516,4715,2014-03-21,EMA,TMC Pharma Services Ltd,t
3517,4951,2010-04-19,EMA,Novartis Europharm Ltd,t
3518,5184,1989-12-29,FDA,BRACCO,
3330,2038,,FDA,,
3332,5137,2014-08-15,FDA,BIOGEN IDEC INC,
3335,5138,2012-01-17,FDA,BTG INTERNATIONAL INC,t
3336,5139,1996-05-17,FDA,BIOGEN,
3337,5140,1993-07-23,FDA,BAYER HEALTHCARE PHARMS,
3338,5141,1996-06-18,FDA,GENENTECH,
3339,5142,2016-04-29,FDA,ACADIA PHARMACEUTICALS INC,
3340,2406,2003-08-12,FDA,IPR,t
3341,5144,1990-10-02,FDA,UNITED GUARDIAN,t
3343,5146,1996-12-06,FDA,AMAG PHARMS INC,
3344,5147,1997-05-09,FDA,AVENT,
3345,5148,1999-11-18,FDA,CHIESI USA INC,t
3346,4700,2000-03-07,FDA,BAYER HEALTHCARE LLC,
3347,5149,2000-09-20,FDA,EMD SERONO,
3348,5150,,FDA,,
3349,2558,,PMDA,,
3350,5151,2016-05-18,FDA,GENENTECH INC,
3351,5072,2016-05-11,EMA,Bristol-Myers Squibb,t
3352,5152,2010-10-28,EMA,Pharming Group N.V.,
3353,5153,2016-05-27,FDA,BLUE EARTH DIAGNOSTICS LTD,
3355,2601,,PMDA,,
3356,1829,,PMDA,,
3357,5156,2016-06-01,FDA,ADVANCED ACCELERATOR APPLICATIONS USA INC,
3359,1894,2001-10-16,Korean Food and Drug Administration (KFDA),,
3360,1847,,PMDA,,
3361,1957,2011-07-27,EMA,Teva B.V.,
3362,1867,,PMDA,,
3363,5110,2016-05-26,EMA,Amicus Therapeutics UK Ltd,t
3364,5155,2016-05-27,FDA,INTERCEPT PHARMACEUTICALS INC,
3365,311,1982-04-19,FDA,,
3366,5157,2001-09-17,FDA,AMGEN,
3367,5158,2002-10-16,FDA,HOFFMAN-LA ROCHE,
3368,5159,1996-02-23,EMA,Novo Nordisk A/S,
3369,5160,1997-07-16,EMA,Roche Registration Limited,
3370,5162,,Health Canada,,
3371,5163,1997-08-27,EMA,Pfizer Ltd,
3372,5164,2001-01-19,FDA,SCHERING,
3373,5165,2007-11-14,FDA,HOFFMAN-LA ROCHE,
3374,5166,1999-04-13,EMA,Pfizer Ltd,
3375,5167,1993-11-01,UK Medicines and Healthcare Products Regulatory Agency (MHRA),Chugai Pharma UK Ltd,
3376,5169,2011-01-21,PMDA,"Chugai Pharmaceutical Co., Ltd",
3377,5170,2007-12-18,EMA,Hospira UK Limited,
3378,5168,,China Food and Drug Administration (CFDA),,
3379,5171,,China Food and Drug Administration (CFDA),,
3380,5172,2012-10-25,EMA,uniQure biopharma B.V.,t
3381,993,,PMDA,,
3382,5173,2015-12-08,FDA,Baxalta US Inc.,
3383,5154,2016-06-28,FDA,GILEAD SCIENCES INC,
3384,1824,2003-03-07,UK Medicines and Healthcare Products Regulatory Agency (MHRA),SANOFI,
3385,296,2003-12-10,Korean Food and Drug Administration (KFDA),Chong Kun Dang,
3386,5143,2016-06-24,EMA,Bial,
3387,4714,2004-09-21,EMA,Les Laboratoires Servier,
3388,795,,FDA,,
3389,1627,,PMDA,,
3390,763,,FDA,LILLY,
3326,5132,,FDA,,
3327,5133,2016-04-11,FDA,ABBVIE INC,
3328,5134,2012-09-03,EMA,Novo Nordisk A/S,
3329,5135,1993-12-30,FDA,GENENTECH,
3067,5083,2016-02-25,EMA,,
3068,1046,2002-04-18,EMA,Merck Sharp & Dohme Ltd,
3069,4514,2003-06-10,EMA,,
3070,5090,2012-03-09,CDSCO (INDIA),,
3072,5091,2011-06-17,EMA,,
3073,5091,2011-06-15,FDA,BRISTOL MYERS SQUIBB,
3074,5076,2016-02-18,EMA,,
3075,5083,2016-03-22,FDA,ELI LILLY AND CO,
3076,5092,2013-10-18,EMA,Gentium S.r.l.,t
3078,5094,2016-03-18,FDA,ELUSYS THERAPEUTICS INC,
3079,5095,1977-12-16,FDA,LANTHEUS MEDCL,
3080,5096,1974-02-14,FDA,GE HEALTHCARE,
3081,5093,2016-03-23,FDA,TEVA RESPIRATORY LLC,
3082,5099,2004-03-02,EMA,,
3083,5092,2016-03-30,FDA,GENTIUM SRL,
3084,5101,2006-01-24,EMA,,
3085,5102,1969-06-12,FDA,ABBOTT,
3086,5101,2005-05-31,FDA,BIOMARIN,
3087,5103,,FDA,SCHERING,
3088,5104,,FDA,CHESEBROUGH PONDS,
3089,5105,2008-02-27,FDA,REGENERON PHARMACEUTICALS,
3090,134,1991-01-01,YEAR INTRODUCED,,
3091,5106,1971-12-23,FDA,MALLINKRODT NUCLEAR,
3092,5107,1963-12-10,FDA,PERSONAL PRODS,
3093,5108,1991-07-01,FDA,ABBVIE,t
3094,5109,,FDA,,
3096,5115,,FDA,,
3097,5118,1986-06-26,FDA,HOSPIRA,
3098,5119,1987-01-21,FDA,BRACCO,
3099,5120,1977-12-16,FDA,PHARMALUCENCE,
3100,5121,2013-11-27,FDA,VIFOR FRESENIUS,
3101,5122,2015-01-23,FDA,ROCKWELL MEDICAL INC,
3102,5123,1996-02-09,FDA,GE HEALTHCARE,
3103,5124,1990-12-21,FDA,LANTHEUS MEDCL,
3104,5039,1980-02-02,FDA,ARMOUR PHARM,
3105,4781,,FDA,,
3106,4661,,FDA,,
3107,4662,,FDA,,
3108,4663,,FDA,,
3109,4235,,FDA,,
3110,4238,,FDA,,
3111,4241,,FDA,,
3112,3244,,FDA,,
3113,3281,,FDA,,
3114,3035,,FDA,,
3115,4024,,FDA,,
3116,1262,,FDA,,
3117,3097,,FDA,,
3118,3524,,FDA,,
3119,205,,FDA,,
3120,1334,,FDA,,
3121,1557,,FDA,,
3122,1550,,FDA,,
3123,89,2021-04-08,FDA,,
3124,3355,,FDA,,
3125,2415,,FDA,,
3126,3442,,FDA,,
3127,1496,,FDA,,
3128,3290,,FDA,,
3129,1622,,FDA,,
3130,1310,,FDA,,
3131,2768,,FDA,,
3132,3347,,FDA,,
3133,470,,FDA,,
3134,1377,,FDA,,
3135,2305,,FDA,,
3136,3094,,FDA,,
3137,3627,,FDA,,
3138,2144,,FDA,,
3139,323,,FDA,,
3140,1024,,FDA,,
3141,3103,,FDA,,
3142,1307,,FDA,,
3143,1444,,FDA,,
3144,1252,,FDA,,
3145,2786,,FDA,,
3146,3269,,FDA,,
3147,3446,,FDA,,
3148,3409,,FDA,,
3149,3051,,FDA,,
3150,1374,,FDA,,
3151,3544,,FDA,,
3152,2780,,FDA,,
3153,2277,,FDA,,
3154,3462,,FDA,,
3155,3976,,FDA,,
3156,226,,FDA,,
3157,184,,FDA,,
3158,1672,,FDA,,
3159,3159,,FDA,,
3160,3658,,FDA,,
3161,3506,,FDA,,
3162,2150,,FDA,,
3163,2420,,FDA,,
3164,2047,,FDA,,
3165,3279,,FDA,,
3166,3301,,FDA,,
3168,3179,,FDA,,
3169,1379,,FDA,,
3170,3400,,FDA,,
3171,1763,,FDA,,
3172,974,,FDA,,
3173,585,,FDA,,
3174,629,,FDA,,
3175,593,,FDA,,
3176,1510,,FDA,,
3177,3174,,FDA,,
3178,3083,,FDA,,
3179,681,,FDA,,
3180,3617,,FDA,,
3181,3572,,FDA,,
3182,3016,2020-03-09,FDA,BAUSCH,
3183,3630,,FDA,,
3184,2372,,FDA,,
3185,494,,FDA,,
3186,2056,,FDA,,
3187,859,,FDA,,
3188,43,,FDA,,
3189,3592,,FDA,,
3190,3332,,FDA,,
3191,3017,,FDA,,
3192,2092,,FDA,,
3193,1457,,FDA,,
3194,3018,,FDA,,
3195,2451,,FDA,,
3196,941,,FDA,,
3197,2690,,FDA,,
3198,345,,FDA,,
3199,3417,,FDA,,
3200,3184,,FDA,,
3201,2227,,FDA,,
3202,3014,,FDA,,
3203,3031,,FDA,,
3204,3957,,FDA,,
3205,1445,,FDA,,
3206,1325,,FDA,,
3207,4434,,FDA,,
3208,4125,,FDA,,
3209,4127,,FDA,,
3210,4128,,FDA,,
3211,4129,,FDA,,
3212,4138,,FDA,,
3213,4140,,FDA,,
3214,4144,,FDA,,
3215,4145,,FDA,,
3216,4148,,FDA,,
3217,4248,,FDA,,
3218,4251,,FDA,,
3219,4254,,FDA,,
3220,4255,,FDA,,
3221,4256,,FDA,,
3222,4258,,FDA,,
3223,4259,,FDA,,
3224,4262,,FDA,,
3225,4263,,FDA,,
3226,4266,,FDA,,
3227,4267,,FDA,,
3228,4268,,FDA,,
3229,4270,,FDA,,
3230,4271,,FDA,,
3231,4272,,FDA,,
3232,4273,,FDA,,
3233,4277,,FDA,,
3234,4278,,FDA,,
3235,4279,,FDA,,
3236,4280,,FDA,,
3237,4281,,FDA,,
3238,4284,,FDA,,
3239,4289,,FDA,,
3240,4291,,FDA,,
3241,4292,,FDA,,
3242,4307,,FDA,,
3243,4625,,FDA,,
3244,4626,,FDA,,
3245,4341,,FDA,,
3246,4343,,FDA,,
3247,4346,,FDA,,
3248,4348,,FDA,,
3250,4404,,FDA,,
3251,4418,,FDA,,
3252,4420,,FDA,,
3253,4436,,FDA,,
3254,4439,,FDA,,
3255,4441,,FDA,,
3256,4442,,FDA,,
3257,4443,,FDA,,
3258,4444,,FDA,,
3259,4445,,FDA,,
3260,4446,,FDA,,
3261,4448,,FDA,,
3262,4453,,FDA,,
3263,4457,,FDA,,
3264,4460,,FDA,,
3265,4461,,FDA,,
3266,4474,,FDA,,
3267,4475,,FDA,,
3268,4479,,FDA,,
3269,4481,,FDA,,
3270,4486,,FDA,,
3271,4492,,FDA,,
3272,4495,,FDA,,
3273,4499,,FDA,,
3274,4500,,FDA,,
3275,4502,,FDA,,
3276,4508,,FDA,,
3277,4510,,FDA,,
3278,4511,,FDA,,
3279,4520,,FDA,,
3280,4529,,FDA,,
3281,4575,,FDA,,
3282,4600,,FDA,,
3283,4601,,FDA,,
3284,4602,,FDA,,
3285,4603,,FDA,,
3286,4604,,FDA,,
3287,4607,,FDA,,
3288,4610,,FDA,,
3289,4611,,FDA,,
3290,4612,,FDA,,
3291,4613,,FDA,,
3292,4615,,FDA,,
3293,4617,,FDA,,
3294,4618,,FDA,,
3295,4619,,FDA,,
3296,4620,,FDA,,
3297,4630,,FDA,,
3298,4632,,FDA,,
3299,4636,,FDA,,
3300,4637,,FDA,,
3301,4648,,FDA,,
3302,4649,,FDA,,
3303,4650,,FDA,,
3304,4638,,FDA,,
3305,4639,,FDA,,
3306,4640,,FDA,,
3307,4641,,FDA,,
3308,4642,,FDA,,
3309,4644,,FDA,,
3310,4645,,FDA,,
