syn_id,id,name,preferred_name,parent_id,lname
89,2210,CP-16171,,,cp-16171
90,1883,methoxypropiocin,,,methoxypropiocin
91,1676,reumoxicam,,,reumoxicam
92,1676,miloxicam,,,miloxicam
93,2237,ONO 1078,,,ono 1078
94,5012,sacubitril,1,,sacubitril
95,5012,AHU377,,,ahu377
96,1480,marsilid,,,marsilid
97,507,carfecillin sodium,,,carfecillin sodium
98,507,BRL-3475,,,brl-3475
99,5013,trelagliptin,1,,trelagliptin
100,5013,trelagliptin succinate,,,trelagliptin succinate
101,5013,SYR-472,,,syr-472
102,5013,SYR111472,,,syr111472
103,5013,zafatek,,,zafatek
104,1763,methylthioninium benzalkonium chloride hydrate,,,methylthioninium benzalkonium chloride hydrate
105,1763,methylthioninium chloride hydrate,,,methylthioninium chloride hydrate
106,1233,homepizoru,,,homepizoru
107,1537,FRG-8813,,,frg-8813
108,4912,ombitasvir hydrate,,,ombitasvir hydrate
109,584,cevimeline hydrochloride hydrate,,,cevimeline hydrochloride hydrate
110,463,anhydrous caffeine,,,anhydrous caffeine
111,3591,tetrahydrozoline nitrate,,,tetrahydrozoline nitrate
112,2090,pentamidine isetionate,,,pentamidine isetionate
113,842,dextromethorphan hydrobromide hydrate,,,dextromethorphan hydrobromide hydrate
114,574,cefalotin sodium,,,cefalotin sodium
115,575,cefapirin sodium,,,cefapirin sodium
116,564,ceftriaxone sodium hydrate,,,ceftriaxone sodium hydrate
117,112,alendronate sodium hydrate,,,alendronate sodium hydrate
118,3369,naphazoline nitrate,,,naphazoline nitrate
119,198,ampicillin hydrate,,,ampicillin hydrate
120,524,cefacetrile sodium,,,cefacetrile sodium
121,899,dimefline hydrochloride,,,dimefline hydrochloride
122,899,dimefline HCl,,,dimefline hcl
123,597,chlorhexidine hydrochloride,,,chlorhexidine hydrochloride
124,3620,tramazoline hydrochloride,,,tramazoline hydrochloride
125,3620,tramazoline HCl,,,tramazoline hcl
126,2188,piperazine phosphate hydrate,,,piperazine phosphate hydrate
127,2188,piperazine phosphate,,,piperazine phosphate
128,553,cefpirome sulfate,,,cefpirome sulfate
129,253,tipepidine hibenzate,,,tipepidine hibenzate
130,2697,RO 40-7592,,,ro 40-7592
131,4987,nivestim,,,nivestim
132,784,enablex,,,enablex
133,2200,pirenzepine hydrochloride hydrate,,,pirenzepine hydrochloride hydrate
134,868,dicymine,,,dicymine
135,868,dicycloverine hydrochloride,,,dicycloverine hydrochloride
136,1293,"5-chloro-2,4-dihydroxypyridine",,,"5-chloro-2,4-dihydroxypyridine"
137,2002,potassium oxonate,,,potassium oxonate
138,2002,oxonic acid potassium salt,,,oxonic acid potassium salt
139,360,calvan,,,calvan
140,990,eflornithine hydrochloride monohydrate,,,eflornithine hydrochloride monohydrate
141,4908,Z-338,,,z-338
142,1987,E-1020,,,e-1020
143,249,R 43 512,,,r 43 512
144,4989,velaglucerase alfa,1,,velaglucerase alfa
145,4989,vpriv,,,vpriv
146,4989,EC 3.2.1.45,,,ec 3.2.1.45
147,4165,R 89674,,,r 89674
148,2763,actidil,,,actidil
149,1999,disipal,,,disipal
150,4990,trastuzumab emtansine,1,,trastuzumab emtansine
151,4990,ado-trastuzumab emtansine,,,ado-trastuzumab emtansine
152,4990,kadcyla,,,kadcyla
153,4990,PRO132365,,,pro132365
154,4990,trastuzumab-MCC-DM1,,,trastuzumab-mcc-dm1
155,4990,T-DM1,,,t-dm1
156,4991,lipegfilgrastim,1,,lipegfilgrastim
157,4991,lonquex,,,lonquex
158,4991,XM22,,,xm22
161,4992,merethoxylline procaine,1,,merethoxylline procaine
162,4992,procaine merethoxylline,,,procaine merethoxylline
163,4992,dicurin procaine,,,dicurin procaine
164,40,acebutolol HCl,,,acebutolol hcl
165,4857,estrone sulphate,1,,estrone sulphate
166,4857,estrone sodium sulfate,,,estrone sodium sulfate
167,1854,avelox,,,avelox
168,48,sintrom,,,sintrom
169,195,benzadrine,,,benzadrine
170,798,CV-3317,,,cv-3317
171,1252,D-Fructopyranose,,,d-fructopyranose
172,852,RO-5-2807,,,ro-5-2807
173,2175,domar,,,domar
174,1318,sodium glycerophosphate pentahydrate,,,sodium glycerophosphate pentahydrate
175,1318,sodium glycerophosphate anhydrous,,,sodium glycerophosphate anhydrous
176,1318,glycophos,,,glycophos
177,4993,vonoprazan,1,,vonoprazan
178,4993,vonoprazan fumarate,,,vonoprazan fumarate
179,4993,takecab,,,takecab
180,4993,TAK-438,,,tak-438
181,1744,meticillin sodium,,,meticillin sodium
182,1744,staphcillin,,,staphcillin
183,4994,rasburicase,1,,rasburicase
184,4994,fasturtec,,,fasturtec
185,4994,elitek,,,elitek
186,1491,isoetharine mesilate,,,isoetharine mesilate
187,1575,xopenex,,,xopenex
188,1575,levalbuterol HCl,,,levalbuterol hcl
189,1958,merital,,,merital
190,2050,potassium aminosalicylate,,,potassium aminosalicylate
192,2541,sultopride HCl,,,sultopride hcl
196,3881,benzydamine HCl,,,benzydamine hcl
197,4468,esketamine HCl,,,esketamine hcl
199,3634,tromantadine HCl,,,tromantadine hcl
200,1847,mosapramine HCl,,,mosapramine hcl
201,1618,joicela,,,joicela
202,4986,pegfilgrastim,1,,pegfilgrastim
203,4986,neulasta,,,neulasta
204,4987,filgrastim,1,,filgrastim
205,4987,neupogen,,,neupogen
206,4987,r-metHuG-CSF,,,r-methug-csf
207,4988,deoxycholic acid,1,,deoxycholic acid
208,4988,kybella,,,kybella
209,4988,ATX-101,,,atx-101
215,953,dopram,,,dopram
216,2093,penthienate bromide,,,penthienate bromide
217,2093,monodral,,,monodral
218,2226,poldine metilsulfate,,,poldine metilsulfate
219,2226,poldine methylsulfate,,,poldine methylsulfate
220,2226,poldine methylsulphate,,,poldine methylsulphate
221,1778,metipamid,,,metipamid
222,1778,hypotylin,,,hypotylin
223,4881,MK 4305,,,mk 4305
224,4878,CAL 101,,,cal 101
225,276,CP-62993,,,cp-62993
226,276,CP 62993,,,cp 62993
227,3312,corlanor,,,corlanor
228,2541,sultopride hydrochloride,,,sultopride hydrochloride
229,652,rogastril,,,rogastril
230,2090,pentamidine diisethionate,,,pentamidine diisethionate
231,24,phenylbutanoic acid,1,,phenylbutanoic acid
233,2827,vinorelbin ditartrate,,,vinorelbin ditartrate
234,2500,sulfadiazine sodium,,,sulfadiazine sodium
235,1398,hydroxystilbamidine isethionate,,,hydroxystilbamidine isethionate
236,4976,triamcinolone hexacetonide,1,,triamcinolone hexacetonide
237,4976,aristospan,,,aristospan
239,1949,nitrofurantoin sodium,,,nitrofurantoin sodium
240,2611,tetracycline phosphate complex,,,tetracycline phosphate complex
241,2994,glucagon hydrochloride recombinant,,,glucagon hydrochloride recombinant
242,4384,levoleucovorin,,,levoleucovorin
243,4976,hexatrione,,,hexatrione
244,4976,CL 34433,,,cl 34433
245,4976,CL-34433,,,cl-34433
246,2811,Org NC 45,,,org nc 45
247,102,alatrofloxacin mesilate,,,alatrofloxacin mesilate
248,3791,enibomal sodium,,,enibomal sodium
249,987,edetate disodium,,,edetate disodium
250,4189,17-alpha-hydroxy-progesterone caproate,,,17-alpha-hydroxy-progesterone caproate
251,4189,delalutin,,,delalutin
252,4977,siltuximab,1,,siltuximab
253,4977,sylvant,,,sylvant
254,4977,CNTO-328,,,cnto-328
255,4977,CNTO 328,,,cnto 328
256,3664,actinoquinol sodium,,,actinoquinol sodium
257,3664,sodium etoquinol,,,sodium etoquinol
258,3664,sodium tequinol,,,sodium tequinol
259,4978,etanercept,1,,etanercept
260,4978,enbrel,,,enbrel
261,4978,TNR 001,,,tnr 001
262,4978,TNR-001,,,tnr-001
263,4978,etanercept (genetical recombination),,,etanercept (genetical recombination)
264,765,periactin,,,periactin
265,688,denoral,,,denoral
266,4137,RO76477,,,ro76477
267,4137,RO 76477,,,ro 76477
268,4866,NVP-LDK378-NX,,,nvp-ldk378-nx
269,4979,trastuzumab,1,,trastuzumab
270,4979,herceptin,,,herceptin
271,1229,lescol,,,lescol
272,4974,inflectra,,,inflectra
273,2611,achromycin,,,achromycin
274,2611,tetracycline metaphosphate,,,tetracycline metaphosphate
275,2228,renese,,,renese
276,4903,BIBF1120,,,bibf1120
281,4941,palbociclib,1,,palbociclib
282,4941,palbociclib isethionate,,,palbociclib isethionate
283,4941,ibrance,,,ibrance
284,4941,PD-0332991,,,pd-0332991
285,4941,PD-0332991-0054,,,pd-0332991-0054
286,4941,PF-00080665-73,,,pf-00080665-73
287,4941,PD 0332991,,,pd 0332991
288,4118,GW786034B,,,gw786034b
289,4146,virormone,,,virormone
290,2683,DS 103-282,,,ds 103-282
291,2707,potactasol,,,potactasol
292,4942,lenvatinib,1,,lenvatinib
293,4942,lenvima,,,lenvima
294,4942,ER-203492-00,,,er-203492-00
295,4942,E7080,,,e7080
296,4942,lenvatinib mesylate,,,lenvatinib mesylate
297,4942,lenvatinib mesilate,,,lenvatinib mesilate
298,1763,methylenum coeruleum,,,methylenum coeruleum
299,1763,methylthioninium chloratum,,,methylthioninium chloratum
300,366,thoragol,,,thoragol
301,4943,arformoterol,1,,arformoterol
302,4943,arformoterol tartrate,,,arformoterol tartrate
303,4943,brovana,,,brovana
304,1239,eformoterol,,,eformoterol
305,4943,CGP-25827A,,,cgp-25827a
306,1019,entecavir monohydrate,,,entecavir monohydrate
307,1019,anhydrous entecavir,,,anhydrous entecavir
308,1019,BMS-200475-01,,,bms-200475-01
309,4898,Ro 67-3189/000,,,ro 67-3189/000
310,1530,HC 20-511,,,hc 20-511
313,4903,nibtedanib,,,nibtedanib
314,4944,tenofovir alafenamide,1,,tenofovir alafenamide
315,4944,tenofovir alafenamide fumarate,,,tenofovir alafenamide fumarate
316,4944,GS-7340,,,gs-7340
317,1021,ONO-2235,,,ono-2235
318,2457,YM-67905,,,ym-67905
319,2457,YM-905,,,ym-905
320,888,dihydroergotamine mesilate,,,dihydroergotamine mesilate
321,888,dihydroergotamine tartrate,,,dihydroergotamine tartrate
322,4192,Fx-1006A,,,fx-1006a
323,4192,Fx-1006,,,fx-1006
324,254,BMS-232632,,,bms-232632
325,4945,pancreozymin,1,,pancreozymin
326,4945,cholecystokinin,,,cholecystokinin
327,4945,CCK,,,cck
328,4945,pankreozymin,,,pankreozymin
329,4945,CCK-PZ,,,cck-pz
330,956,P-3693A,,,p-3693a
331,2068,BRL 29060A,,,brl 29060a
332,2068,BRL-29060A,,,brl-29060a
333,4682,farydak,,,farydak
334,4682,panobinostat lactate,,,panobinostat lactate
335,4682,panobinostat lactate anhydrous,,,panobinostat lactate anhydrous
336,4946,avibactam,1,,avibactam
337,4946,NXL104,,,nxl104
338,4946,AVE1330A,,,ave1330a
339,4946,avibactam sodium,,,avibactam sodium
340,4110,jinarc,,,jinarc
341,700,clomifene citrate,,,clomifene citrate
342,711,clorazepate monopotassium,,,clorazepate monopotassium
343,711,clorazepate potassium,,,clorazepate potassium
344,711,clorazepic acid,,,clorazepic acid
345,4914,dasabuvir sodium monohydrate,,,dasabuvir sodium monohydrate
346,4912,ombitasvir heminonahydrate,,,ombitasvir heminonahydrate
347,4913,paritaprevir dihydrate,,,paritaprevir dihydrate
348,2166,salagen,,,salagen
349,2166,pilocarpine nitrate,,,pilocarpine nitrate
350,2390,yutopar,,,yutopar
351,4918,idursulfase,1,,idursulfase
352,4918,iduronate-2-sulfatase,,,iduronate-2-sulfatase
353,4918,idursulfase (Genetical Recombination),,,idursulfase (genetical recombination)
354,4918,iduronate sulfatase,,,iduronate sulfatase
355,4918,elaprase,,,elaprase
356,4919,decamethoxine,1,,decamethoxine
357,4919,decamethoxin,,,decamethoxin
358,4919,decamethoxinum,,,decamethoxinum
359,4919,decametoxin,,,decametoxin
360,3881,benzydamine hydrochloride,,,benzydamine hydrochloride
361,3881,benzydamide,,,benzydamide
362,4501,nuvigil,,,nuvigil
363,4468,esketamine hydrochloride,,,esketamine hydrochloride
364,2106,perhexiline maleate,,,perhexiline maleate
367,77,acitazanolast hydrate,,,acitazanolast hydrate
368,77,WP-871,,,wp-871
369,77,zepelin,,,zepelin
370,1867,nafamostat mesilate,,,nafamostat mesilate
371,1867,nafamostat mesylate,,,nafamostat mesylate
372,1867,FUT-175,,,fut-175
373,4920,finafloxacin,1,,finafloxacin
374,4920,xtoro,,,xtoro
375,343,beraprost sodium,,,beraprost sodium
377,3634,tromantadine hydrochloride,,,tromantadine hydrochloride
378,1859,linfonex,,,linfonex
379,1859,RS-61443,,,rs-61443
380,4921,safinamide,1,,safinamide
381,4921,xadago,,,xadago
382,4921,EMD 1195686,,,emd 1195686
383,4921,safinamide mesylate,,,safinamide mesylate
384,4921,safinamide mesilate,,,safinamide mesilate
385,777,xydalba,,,xydalba
386,776,BIBR 1048,,,bibr 1048
387,776,BIBR-1048,,,bibr-1048
388,4922,ceftolozane,1,,ceftolozane
389,4922,ceftolozane sulfate,,,ceftolozane sulfate
390,4922,zerbaxa,,,zerbaxa
391,4922,CXA-101,,,cxa-101
392,4922,FR264205,,,fr264205
393,1225,fluticasone proprionate,,,fluticasone proprionate
394,4501,CEP-10953,,,cep-10953
395,1847,mosapramine hydrochloride,,,mosapramine hydrochloride
396,1847,cremin,,,cremin
397,517,carpipramine maleate,,,carpipramine maleate
398,517,carpipramine hydrochloride,,,carpipramine hydrochloride
399,517,defekton,,,defekton
400,517,carpipramine dihydrochloride,,,carpipramine dihydrochloride
401,1166,fenticonazole nitrate,,,fenticonazole nitrate
402,836,focalin,,,focalin
403,1547,prevacid,,,prevacid
404,1775,deseril,,,deseril
405,3548,thelin,,,thelin
406,4823,rapivab,,,rapivab
407,4923,nivolumab,1,,nivolumab
408,4923,opdivo,,,opdivo
409,4923,MDX-1106,,,mdx-1106
410,4923,ONO-4538,,,ono-4538
411,4923,BMS-936558,,,bms-936558
412,4164,saxenda,,,saxenda
413,4164,liraglutide [rDNA origin],,,liraglutide [rdna origin]
414,4164,liraglutide rDNA origin,,,liraglutide rdna origin
415,4164,liraglutide [rNDA origin] injection,,,liraglutide [rnda origin] injection
416,1141,biphenylacetic acid,,,biphenylacetic acid
417,4302,NVA237,,,nva237
418,4302,Seebri Breezhaler,,,seebri breezhaler
419,2030,oxyfedrine hydrochloride,,,oxyfedrine hydrochloride
420,2361,reboxetine mesilate,,,reboxetine mesilate
421,2361,reboxetine mesylate,,,reboxetine mesylate
422,2361,edronax,,,edronax
423,237,genesa,,,genesa
424,333,benztropine mesilate,,,benztropine mesilate
425,359,esbatal,,,esbatal
426,4824,etilefrine pivalate hydrochloride,,,etilefrine pivalate hydrochloride
427,1101,ethyl adrianol,,,ethyl adrianol
428,4516,corticotropin (1-24),,,corticotropin (1-24)
429,360,CI 775,,,ci 775
430,4915,blinatumomab,1,,blinatumomab
431,4915,blincyto,,,blincyto
433,2754,tigan,,,tigan
434,1286,gemifloxacin mesilate,,,gemifloxacin mesilate
435,283,balofloxacin hydrate,,,balofloxacin hydrate
436,4863,phenibut hydrochloride,,,phenibut hydrochloride
437,4916,aflibercept,1,,aflibercept
438,4916,eylea,,,eylea
439,4916,AVE0005,,,ave0005
440,4916,ziv-aflibercept,,,ziv-aflibercept
441,4916,zaltrap,,,zaltrap
442,1708,mercaptopurine monohydrate,,,mercaptopurine monohydrate
443,1708,6-mercaptopurine monohydrate,,,6-mercaptopurine monohydrate
444,1708,6-mercaptopurine,,,6-mercaptopurine
445,1708,xaluprine,,,xaluprine
446,3533,ruboxistaurin mesilate monohydrate,,,ruboxistaurin mesilate monohydrate
447,3533,ruboxistaurin mesilate,,,ruboxistaurin mesilate
448,3533,ruboxistaurin mesylate,,,ruboxistaurin mesylate
449,1148,fendiline hydrochloride,,,fendiline hydrochloride
450,1165,fentiazac calcium,,,fentiazac calcium
451,440,butalamine hydrochloride,,,butalamine hydrochloride
452,3577,p-synephrine,,,p-synephrine
453,3577,oxedrine hydrochloride,,,oxedrine hydrochloride
454,3577,oxedrine tartrate,,,oxedrine tartrate
455,2133,phenmetrazine teoclate,,,phenmetrazine teoclate
456,4917,ramucirumab,1,,ramucirumab
457,4917,cyramza,,,cyramza
458,4917,IMC-1121B,,,imc-1121b
459,4832,moventig,,,moventig
460,4897,edoxaban tosylate,,,edoxaban tosylate
461,2076,pempidine tosylate,,,pempidine tosylate
462,3296,improsulfan tosylate,,,improsulfan tosylate
463,2545,suplatast tosylate,,,suplatast tosylate
464,2710,tosufloxacin tosylate,,,tosufloxacin tosylate
465,4896,anagliptin HCl,,,anagliptin hcl
466,4898,netupitant,1,,netupitant
467,4899,ledipasvir,1,,ledipasvir
468,4899,GS-5885,,,gs-5885
469,2350,sodium rabeprazole,,,sodium rabeprazole
470,1176,tambocor,,,tambocor
471,2070,pazufloxacin mesilate,,,pazufloxacin mesilate
472,2070,pazufloxacin mesylate,,,pazufloxacin mesylate
473,1569,levofloxacin hydrate,,,levofloxacin hydrate
474,4823,peramivir hydrate,,,peramivir hydrate
475,1709,meropenem hydrate,,,meropenem hydrate
476,4900,diquafosol,1,,diquafosol
477,4900,diquafosol sodium,,,diquafosol sodium
478,4900,diquafosol tetrasodium,,,diquafosol tetrasodium
479,4900,INS365,,,ins365
480,1347,gusperimus hydrochloride,,,gusperimus hydrochloride
481,1347,gusperimus trihydrochloride,,,gusperimus trihydrochloride
482,2748,trimebutine maleate,,,trimebutine maleate
483,1870,naftidrofurile,,,naftidrofurile
484,1870,nafronyl oxalate,,,nafronyl oxalate
485,2733,triclormetiazide,,,triclormetiazide
486,1035,eprazinone hydrochloride,,,eprazinone hydrochloride
487,190,amosulalol hydrochloride,,,amosulalol hydrochloride
488,2352,isentress,,,isentress
489,4365,RSD1235,,,rsd1235
490,4901,insulin glargine,1,,insulin glargine
491,4901,insulin glargine (genetical recombination),,,insulin glargine (genetical recombination)
492,4901,insulin glargine (rDNA origin),,,insulin glargine (rdna origin)
493,1848,mosapride citrate hydrate,,,mosapride citrate hydrate
494,2068,paroxetine hydrochloride hydrate,,,paroxetine hydrochloride hydrate
495,2233,pramipexole hydrochloride,,,pramipexole hydrochloride
496,2233,pramipexole hydrochloride hydrate,,,pramipexole hydrochloride hydrate
497,2710,tosufloxacin tosilate hydrate,,,tosufloxacin tosilate hydrate
498,4902,imidafenacin,1,,imidafenacin
499,4902,uritos,,,uritos
500,1548,lapatinib tosilate hydrate,,,lapatinib tosilate hydrate
501,1548,lapatinib tosilate,,,lapatinib tosilate
502,2459,sorafenib tosilate,,,sorafenib tosilate
503,4902,KRP-197,,,krp-197
504,342,bepridil hydrochloride hydrate,,,bepridil hydrochloride hydrate
505,2187,piperacillin hydrate,,,piperacillin hydrate
506,2612,sapropterin hydrochloride,,,sapropterin hydrochloride
507,2387,risedronate sodium hydrate,,,risedronate sodium hydrate
508,939,docetaxel hydrate,,,docetaxel hydrate
509,1932,nilotinib hydrochloride hydrate,,,nilotinib hydrochloride hydrate
510,972,yentreve,,,yentreve
511,972,cymbalta,,,cymbalta
512,4903,nintedanib,1,,nintedanib
513,4903,nintedanib esylate,,,nintedanib esylate
514,4903,intedanib,,,intedanib
515,4903,BIBF 1120,,,bibf 1120
516,4903,ofev,,,ofev
517,4903,nintedanib ethanesulfonate,,,nintedanib ethanesulfonate
518,4832,naloxegol oxalate,,,naloxegol oxalate
519,4904,adalimumab,1,,adalimumab
520,4904,humira,,,humira
521,4904,adalimumab (genetical recombination),,,adalimumab (genetical recombination)
522,4904,LU200134,,,lu200134
523,4904,D2E7,,,d2e7
524,1024,ephedrine sulphate,,,ephedrine sulphate
525,4020,pentostam,,,pentostam
526,4885,dulaglutide,1,,dulaglutide
527,4885,trulicity,,,trulicity
528,4885,LY2189265,,,ly2189265
529,2073,pemetrexed sodium,,,pemetrexed sodium
530,2073,pemetrexed sodium hydrate,,,pemetrexed sodium hydrate
531,2782,hokunalin,,,hokunalin
532,1987,olprinone hydrochloride,,,olprinone hydrochloride
533,1987,olprinone hydrochloride hydrate,,,olprinone hydrochloride hydrate
534,4192,tafamidis meglumine,,,tafamidis meglumine
535,1594,lomeflon,,,lomeflon
536,294,rhinocort,,,rhinocort
537,2190,piperidolate hydrochloride,,,piperidolate hydrochloride
538,2190,dactiran,,,dactiran
539,429,bunazosin hydrochloride,,,bunazosin hydrochloride
540,429,detantol,,,detantol
541,2760,normonal,,,normonal
542,2665,selecal,,,selecal
543,1424,imidapril hydrochloride,,,imidapril hydrochloride
544,1424,tanatril,,,tanatril
545,4886,cetilistat,1,,cetilistat
546,4886,ATL-962,,,atl-962
547,4886,oblean,,,oblean
548,2720,treprost,,,treprost
549,4887,favipiravir,1,,favipiravir
550,4887,avigan,,,avigan
551,4887,T-705,,,t-705
552,2553,zalutia,,,zalutia
553,1027,alesion,,,alesion
554,1566,levocetirizine hydrochloride,,,levocetirizine hydrochloride
555,1566,xyzal,,,xyzal
556,4888,topiroxostat,1,,topiroxostat
557,4888,topiloric,,,topiloric
558,4888,uriadec,,,uriadec
559,4888,FYX-051,,,fyx-051
560,4889,asunaprevir,1,,asunaprevir
561,4889,BMS-650032,,,bms-650032
562,4889,sunvepra,,,sunvepra
563,4890,ipragliflozin,1,,ipragliflozin
564,4890,suglat,,,suglat
565,4890,ipragliflozin L-proline,,,ipragliflozin l-proline
566,4890,ASP1941,,,asp1941
567,4891,luseogliflozin,1,,luseogliflozin
568,4891,lusefi,,,lusefi
569,4891,luseogliflozin hydrate,,,luseogliflozin hydrate
570,4891,TS-071,,,ts-071
571,4892,tofogliflozin,1,,tofogliflozin
572,4892,tofogliflozin hydrate,,,tofogliflozin hydrate
573,4892,deberza,,,deberza
574,4892,apleway,,,apleway
575,4892,CSG452,,,csg452
576,2555,talaporfin sodium,,,talaporfin sodium
577,2555,laserphyrin,,,laserphyrin
578,4893,tipiracil,1,,tipiracil
579,4893,tipiracil hydrochloride,,,tipiracil hydrochloride
580,2402,requip,,,requip
581,392,bosentan hydrate,,,bosentan hydrate
582,256,strattera,,,strattera
583,2609,choreazine,,,choreazine
584,2067,ameparomo,,,ameparomo
585,817,desmopressin acetate hydrate,,,desmopressin acetate hydrate
586,817,minirinmelt,,,minirinmelt
587,1832,mometasone furoate hydrate,,,mometasone furoate hydrate
588,4894,iguratimod,1,,iguratimod
589,4894,kolbet,,,kolbet
590,4894,careram,,,careram
591,4894,T-614,,,t-614
592,4895,teneligliptin,1,,teneligliptin
593,4895,teneligliptin hydrobromide,,,teneligliptin hydrobromide
594,4895,teneligliptin hydrobromide hydrate,,,teneligliptin hydrobromide hydrate
595,4895,tenelia,,,tenelia
596,4896,anagliptin,1,,anagliptin
597,4896,beskoa,,,beskoa
598,4896,anagliptin hydrochloride,,,anagliptin hydrochloride
599,4896,suiny,,,suiny
600,2387,sodium risedronate,,,sodium risedronate
601,2387,sodium risedronate hydrate,,,sodium risedronate hydrate
602,1406,ketas,,,ketas
603,1406,KP-305,,,kp-305
604,1728,metadone,,,metadone
605,1495,isometadone,,,isometadone
606,1209,prozac,,,prozac
609,4884,calfactant,1,,calfactant
610,4884,infasurf,,,infasurf
611,4847,cyanocobalamin Co-57,,,cyanocobalamin co-57
612,4519,potassium citrate anhydrous,,,potassium citrate anhydrous
613,2253,prednisone anhydrous,,,prednisone anhydrous
614,4608,trypan blue free acid,,,trypan blue free acid
615,4832,movantik,,,movantik
616,303,bendazac lysine,,,bendazac lysine
617,4860,radiogardase,,,radiogardase
618,4299,tybost,,,tybost
619,768,mercaptamine bitartrate,,,mercaptamine bitartrate
620,2707,nogitecan hydrochloride,,,nogitecan hydrochloride
621,455,butriptyline hydrochloride,,,butriptyline hydrochloride
622,903,dimetindene maleate,,,dimetindene maleate
623,903,dimethindene maleate,,,dimethindene maleate
624,2265,propitocaine hydrochloride,,,propitocaine hydrochloride
625,2283,prolintane hydrochloride,,,prolintane hydrochloride
626,2261,prenylamine lactate,,,prenylamine lactate
627,707,cloperastine hydrochloride,,,cloperastine hydrochloride
628,707,cloperastine fendizoate,,,cloperastine fendizoate
629,1149,fenethylline hydrochloride,,,fenethylline hydrochloride
630,2026,oxyphencyclimine hydrochloride,,,oxyphencyclimine hydrochloride
631,580,cetiedil citrate,,,cetiedil citrate
632,267,azasetron hydrochloride,,,azasetron hydrochloride
633,922,dipivefrin hydrochloride,,,dipivefrin hydrochloride
634,2097,elmiron,,,elmiron
635,4880,glatiramer acetate,1,,glatiramer acetate
636,4880,copaxone,,,copaxone
637,4880,protiramer,,,protiramer
638,4678,oritavancin diphosphate,,,oritavancin diphosphate
639,4678,orbactiv,,,orbactiv
640,1346,guanoxan sulfate,,,guanoxan sulfate
641,4678,LY333328,,,ly333328
642,577,baycol,,,baycol
643,3578,tafenoquine succinate,,,tafenoquine succinate
644,603,clormezanone,,,clormezanone
645,164,aminoglutetimide,,,aminoglutetimide
646,1706,meptazinol hydrochloride,,,meptazinol hydrochloride
647,2820,viloxazine hydrochloride,,,viloxazine hydrochloride
648,1958,nomifensine maleate,,,nomifensine maleate
649,1615,loxonin,,,loxonin
650,3484,pyladox,,,pyladox
651,1258,frusemide,,,frusemide
652,4881,suvorexant,1,,suvorexant
653,4881,belsomra,,,belsomra
654,4881,MK-4305,,,mk-4305
655,1859,myclausen,,,myclausen
656,1593,lofexidine hydrochloride,,,lofexidine hydrochloride
657,3317,lenalidomide hydrate,,,lenalidomide hydrate
658,2124,phenethicillin potassium,,,phenethicillin potassium
659,3525,revaprazan hydrochloride,,,revaprazan hydrochloride
660,1330,grepafloxacin hydrochloride hydrate,,,grepafloxacin hydrochloride hydrate
661,164,cytadren,,,cytadren
662,4834,cerdelga,,,cerdelga
663,4405,cholestagel,,,cholestagel
664,2767,rezulin,,,rezulin
665,3642,xiliarx,,,xiliarx
666,2593,viread,,,viread
668,2208,piroheptine hydrochloride,,,piroheptine hydrochloride
669,2133,fenmetrazine,,,fenmetrazine
670,1512,itopride hydrochloride,,,itopride hydrochloride
671,1512,ganaton,,,ganaton
672,4607,neuquinon,,,neuquinon
673,2779,aplace,,,aplace
674,4882,istradefylline,1,,istradefylline
675,4882,nouriast,,,nouriast
676,4882,KW-6002,,,kw-6002
677,2298,largon,,,largon
678,1837,moperone hydrochloride,,,moperone hydrochloride
679,2749,alimemazine,1,,alimemazine
680,2749,alimemazine tartrate,,,alimemazine tartrate
681,2749,temaril,,,temaril
682,1404,bonviva,,,bonviva
683,3427,pentaerythritol trinitrate,,,pentaerythritol trinitrate
684,3887,Technetium Tc 99m Exametazime,1,,technetium tc 99m exametazime
685,2156,oxagrelate,1,,oxagrelate
686,3750,LD 2988,,,ld 2988
687,51,detrovel,,,detrovel
688,51,estil,,,estil
689,2731,tribromoethanol,1,,tribromoethanol
690,2731,avertin,,,avertin
691,3778,bagrosin sodium,,,bagrosin sodium
692,3561,sulfamidochrysoidine,1,,sulfamidochrysoidine
693,3561,prontosil rubrum,,,prontosil rubrum
694,3561,streptozon,,,streptozon
695,181,amitriptylinoxide,1,,amitriptylinoxide
696,3170,cervoxan,,,cervoxan
697,3170,eburnamonine monohydrochloride,,,eburnamonine monohydrochloride
698,3170,eburnamonine phosphate,,,eburnamonine phosphate
699,3550,TETRADECYL HYDROGEN SULFATE (ESTER),,,tetradecyl hydrogen sulfate (ester)
700,2104,luminity,,,luminity
701,1781,metocalcone,,,metocalcone
702,2736,tricyclamol chloride,1,,tricyclamol chloride
703,582,cetraxate hydrochloride,,,cetraxate hydrochloride
704,582,cetratraxate hydrochloride,,,cetratraxate hydrochloride
705,1434,indecainide hydrochloride,,,indecainide hydrochloride
706,1434,decabid,,,decabid
707,2985,acemannan aloe vera,,,acemannan aloe vera
708,1044,eritoran tetrasodium,,,eritoran tetrasodium
709,1044,eritoran sodium,,,eritoran sodium
710,250,astromicin sulfate,,,astromicin sulfate
711,3318,leteprinim potassium,,,leteprinim potassium
712,1801,micronomicin sulfate,,,micronomicin sulfate
